adsh,grp,arc,negative,ptag,pversion,ctag,cversion
0001193125-24-075464,17,5,1,IncomeTaxExpenseContinuingOperations,ifrs/2023,Increasedecreaseintaxeffectchangeinuncertaintaxpositions,0001193125-24-075464
0001193125-24-075464,22,3,1,ReceivablesInvestmentsAndOther,0001193125-24-075464,InvestementTaxCreditReceivableRelatedToResearchAndDevelopment,0001193125-24-075464
0001193125-24-075464,11,1,1,NetDebtAndEquity,0001193125-24-075464,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-24-075464
0001193125-24-075464,10,12,1,NoncurrentAssets,ifrs/2023,LongTermReceivablesInvestmentsAndOther,0001193125-24-075464
0001193125-24-075464,27,2,1,OtherIncome,ifrs/2023,MiscellaneousOtherIncomeExpense,0001193125-24-075464
0001193125-24-075464,16,2,1,IdentifiableAssetsAcquiredLiabilitiesAssumed,ifrs/2023,OtherCurrentAssetsRecognisedAsOfAcquisitionDate,0001193125-24-075464
0001193125-24-075464,14,11,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2023,OtherIncomeNonCashItems,0001193125-24-075464
0001193125-24-075464,17,9,1,IncomeTaxExpenseContinuingOperations,ifrs/2023,OtherPermanentDifferencesTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-24-075464
0001193125-24-075464,14,29,1,CashFlowsFromUsedInFinancingActivities,ifrs/2023,ProceedsFromIssuingSharesNetOfDeferredTaxRecoveries,0001193125-24-075464
0001193125-24-075464,17,6,1,IncomeTaxExpenseContinuingOperations,ifrs/2023,TaxEffectOfBusinessCombinationDifferences,0001193125-24-075464
0001193125-24-075464,17,8,1,IncomeTaxExpenseContinuingOperations,ifrs/2023,TaxRateReconciliationForeignExchangePermanentDifferences,0001193125-24-075464
0001193125-24-075464,15,4,-1,IdentifiableAssetsAcquiredLiabilitiesAssumed,ifrs/2023,WorkingCapitalRecognisedAsOfAcquisitionDate,0001193125-24-075464
0001193125-20-088317,17,17,1,EquityAttributableToOwnersOfParent,ifrs/2019,AccumulatedOtherComprehensiveIncome,ifrs/2019
0001193125-20-088317,25,2,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2019,AdjustmentsForDecreaseIncreaseInInventories,ifrs/2019
0001193125-20-088317,25,6,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2019,AdjustmentsForDecreaseIncreaseInOtherAssets,ifrs/2019
0001193125-20-088317,25,1,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2019,AdjustmentsForDecreaseIncreaseInTradeAccountReceivable,ifrs/2019
0001193125-20-088317,11,4,1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,AdjustmentsForFairValueGainsLosses,ifrs/2019
0001193125-20-088317,11,3,1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,AdjustmentsForIncreaseDecreaseInDeferredIncome,ifrs/2019
0001193125-20-088317,25,4,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2019,AdjustmentsForIncreaseDecreaseInTradeAndOtherPayables,ifrs/2019
0001193125-20-088317,11,6,1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,AdjustmentsForLossesGainsOnDisposalOfNoncurrentAssets,ifrs/2019
0001193125-20-088317,11,5,1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,AdjustmentsForSharebasedPayments,ifrs/2019
0001193125-20-088317,5,8,-1,ProfitLossFromOperatingActivities,ifrs/2019,AdministrativeExpense,ifrs/2019
0001193125-20-088317,9,2,-1,Nettradereceivables,0001193125-20-088317,AllowanceAccountForCreditLossesOfFinancialAssets,ifrs/2019
0001193125-20-088317,7,7,1,FinancialAssets,ifrs/2019,AmountsReceivableRelatedPartyTransactions,ifrs/2019
0001193125-20-088317,20,3,1,ReceivablesInvestmentsAndOther,0001193125-20-088317,AmountsReceivableRelatedPartyTransactions,ifrs/2019
0001193125-20-088317,22,4,-1,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-20-088317,CashAndCashEquivalents,ifrs/2019
0001193125-20-088317,7,2,1,FinancialAssets,ifrs/2019,CashAndCashEquivalents,ifrs/2019
0001193125-20-088317,16,1,1,NetAssetsLiabilities,ifrs/2019,CashAndCashEquivalents,ifrs/2019
0001193125-20-088317,17,20,1,CurrentAssets,ifrs/2019,CashAndCashEquivalents,ifrs/2019
0001193125-20-088317,5,5,-1,GrossProfit,ifrs/2019,CostOfSales,ifrs/2019
0001193125-20-088317,17,19,1,Assets,ifrs/2019,CurrentAssets,ifrs/2019
0001193125-20-088317,16,4,-1,NetAssetsLiabilities,ifrs/2019,CurrentLiabilities,ifrs/2019
0001193125-20-088317,17,1,1,EquityAndLiabilities,ifrs/2019,CurrentLiabilities,ifrs/2019
0001193125-20-088317,6,2,1,Inventories,ifrs/2019,CurrentOreStockpiles,ifrs/2019
0001193125-20-088317,7,11,1,FinancialLiabilities,ifrs/2019,CurrentPortionOfLongtermBorrowings,ifrs/2019
0001193125-20-088317,17,4,1,CurrentLiabilities,ifrs/2019,CurrentPortionOfLongtermBorrowings,ifrs/2019
0001193125-20-088317,8,3,1,NetFinancialInstruments,0001193125-20-088317,CurrentPortionOfLongtermBorrowings,ifrs/2019
0001193125-20-088317,22,2,1,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-20-088317,CurrentPortionOfLongtermBorrowings,ifrs/2019
0001193125-20-088317,17,25,1,CurrentAssets,ifrs/2019,CurrentPrepayments,ifrs/2019
0001193125-20-088317,17,6,1,CurrentLiabilities,ifrs/2019,CurrentProvisions,ifrs/2019
0001193125-20-088317,10,1,-1,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2019,CurrentServiceCostNetDefinedBenefitLiabilityAsset,ifrs/2019
0001193125-20-088317,17,23,1,CurrentAssets,ifrs/2019,CurrentTaxAssetsCurrent,ifrs/2019
0001193125-20-088317,3,1,1,IncomeTaxExpenseContinuingOperations,ifrs/2019,CurrentTaxExpenseIncome,ifrs/2019
0001193125-20-088317,17,3,1,CurrentLiabilities,ifrs/2019,CurrentTaxLiabilitiesCurrent,ifrs/2019
0001193125-20-088317,14,1,1,TradeAndOtherCurrentReceivables,ifrs/2019,CurrentTradeReceivables,ifrs/2019
0001193125-20-088317,9,1,1,Nettradereceivables,0001193125-20-088317,CurrentTradeReceivables,ifrs/2019
0001193125-20-088317,14,2,1,TradeAndOtherCurrentReceivables,ifrs/2019,CurrentValueAddedTaxReceivables,ifrs/2019
0001193125-20-088317,18,2,1,OtherFinancialLiabilities,ifrs/2019,DeferredIncome,ifrs/2019
0001193125-20-088317,1,1,-1,DeferredTaxLiabilityAsset,ifrs/2019,DeferredTaxAssets,ifrs/2019
0001193125-20-088317,17,32,1,NoncurrentAssets,ifrs/2019,DeferredTaxAssets,ifrs/2019
0001193125-20-088317,3,2,1,IncomeTaxExpenseContinuingOperations,ifrs/2019,DeferredTaxExpenseIncome,ifrs/2019
0001193125-20-088317,1,2,1,DeferredTaxLiabilityAsset,ifrs/2019,DeferredTaxLiabilities,ifrs/2019
0001193125-20-088317,17,11,1,NoncurrentLiabilities,ifrs/2019,DeferredTaxLiabilities,ifrs/2019
0001193125-20-088317,15,3,-1,ProfitLoss,ifrs/2019,DepreciationAndAmortisationExpense,ifrs/2019
0001193125-20-088317,11,2,1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,DepreciationAndAmortisationExpense,ifrs/2019
0001193125-20-088317,5,7,1,CostOfSales,ifrs/2019,DepreciationAndAmortisationExpense,ifrs/2019
0001193125-20-088317,8,1,-1,NetFinancialInstruments,0001193125-20-088317,DerivativeFinancialAssets,ifrs/2019
0001193125-20-088317,20,2,1,ReceivablesInvestmentsAndOther,0001193125-20-088317,DerivativeFinancialAssets,ifrs/2019
0001193125-20-088317,7,4,1,FinancialAssets,ifrs/2019,DerivativeFinancialAssets,ifrs/2019
0001193125-20-088317,7,12,1,FinancialLiabilities,ifrs/2019,DerivativeFinancialLiabilities,ifrs/2019
0001193125-20-088317,18,3,1,OtherFinancialLiabilities,ifrs/2019,DerivativeFinancialLiabilities,ifrs/2019
0001193125-20-088317,8,4,1,NetFinancialInstruments,0001193125-20-088317,DerivativeFinancialLiabilities,ifrs/2019
0001193125-20-088317,12,2,1,NonCashChangesArisingFromFinancingActivities,0001193125-20-088317,DividendsClassifiedAsExpense,ifrs/2019
0001193125-20-088317,11,25,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2019,DividendsPaidClassifiedAsFinancingActivities,ifrs/2019
0001193125-20-088317,11,15,1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,DividendsReceivedClassifiedAsOperatingActivities,ifrs/2019
0001193125-20-088317,17,12,1,EquityAndLiabilities,ifrs/2019,Equity,ifrs/2019
0001193125-20-088317,22,6,1,NetDebtAndEquity,0001193125-20-088317,Equity,ifrs/2019
0001193125-20-088317,17,13,1,Equity,ifrs/2019,EquityAttributableToOwnersOfParent,ifrs/2019
0001193125-20-088317,5,9,-1,ProfitLossFromOperatingActivities,ifrs/2019,ExpenseArisingFromExplorationForAndEvaluationOfMineralResources,ifrs/2019
0001193125-20-088317,23,2,1,FinanceCosts,ifrs/2019,ExpenseDueToUnwindingOfDiscountOnProvisions,ifrs/2019
0001193125-20-088317,21,6,1,EmployeeBenefitsExpense,ifrs/2019,ExpenseFromCashsettledSharebasedPaymentTransactionsInWhichGoodsOrServicesReceivedDidNotQualifyForRecognitionAsAssets,ifrs/2019
0001193125-20-088317,21,5,1,EmployeeBenefitsExpense,ifrs/2019,ExpenseFromEquitysettledSharebasedPaymentTransactionsInWhichGoodsOrServicesReceivedDidNotQualifyForRecognitionAsAssets,ifrs/2019
0001193125-20-088317,12,5,1,NonCashChangesArisingFromFinancingActivities,0001193125-20-088317,ExpenseFromSharebasedPaymentTransactionsWithEmployees,ifrs/2019
0001193125-20-088317,7,6,1,FinancialAssets,ifrs/2019,FairValueOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs/2019
0001193125-20-088317,20,1,1,ReceivablesInvestmentsAndOther,0001193125-20-088317,FairValueOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs/2019
0001193125-20-088317,8,2,-1,NetFinancialInstruments,0001193125-20-088317,FairValueOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs/2019
0001193125-20-088317,5,13,-1,ProfitLossBeforeTax,ifrs/2019,FinanceCosts,ifrs/2019
0001193125-20-088317,15,5,-1,ProfitLoss,ifrs/2019,FinanceCosts,ifrs/2019
0001193125-20-088317,11,7,1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,FinanceCosts,ifrs/2019
0001193125-20-088317,15,4,1,ProfitLoss,ifrs/2019,FinanceIncome,ifrs/2019
0001193125-20-088317,5,15,1,ProfitLossBeforeTax,ifrs/2019,FinanceIncome,ifrs/2019
0001193125-20-088317,11,8,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,FinanceIncome,ifrs/2019
0001193125-20-088317,7,1,1,NetFinancialAssetsLiabilies,0001193125-20-088317,FinancialAssets,ifrs/2019
0001193125-20-088317,7,8,-1,NetFinancialAssetsLiabilies,0001193125-20-088317,FinancialLiabilities,ifrs/2019
0001193125-20-088317,13,3,1,OtherIncome,ifrs/2019,GainLossOnCessationOfConsolidationOfSubsidiariesDueToChangeOfInvestmentEntityStatus,ifrs/2019
0001193125-20-088317,5,14,1,ProfitLossBeforeTax,ifrs/2019,GainsLossesOnChangeInFairValueOfDerivatives,ifrs/2019
0001193125-20-088317,5,12,1,ProfitLossFromOperatingActivities,ifrs/2019,GainsLossesOnDisposalsOfPropertyPlantAndEquipment,ifrs/2019
0001193125-20-088317,13,2,1,OtherIncome,ifrs/2019,GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,ifrs/2019
0001193125-20-088317,13,4,1,OtherIncome,ifrs/2019,GainsOnDisposalsOfInvestmentProperties,ifrs/2019
0001193125-20-088317,13,1,1,OtherIncome,ifrs/2019,GainsOnLitigationSettlements,ifrs/2019
0001193125-20-088317,5,3,1,ProfitLossFromOperatingActivities,ifrs/2019,GrossProfit,ifrs/2019
0001193125-20-088317,11,14,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,ifrs/2019
0001193125-20-088317,11,12,1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,IncomeTaxExpenseContinuingOperations,ifrs/2019
0001193125-20-088317,5,18,-1,ProfitLoss,ifrs/2019,IncomeTaxExpenseContinuingOperations,ifrs/2019
0001193125-20-088317,15,7,-1,ProfitLoss,ifrs/2019,IncomeTaxExpenseContinuingOperations,ifrs/2019
0001193125-20-088317,12,6,-1,NonCashChangesArisingFromFinancingActivities,0001193125-20-088317,IncreaseDecreaseThroughEffectOfChangesInForeignExchangeRatesLiabilitiesArisingFromFinancingActivities,ifrs/2019
0001193125-20-088317,17,29,1,NoncurrentAssets,ifrs/2019,IntangibleAssetsAndGoodwill,ifrs/2019
0001193125-20-088317,12,3,1,NonCashChangesArisingFromFinancingActivities,0001193125-20-088317,InterestExpense,ifrs/2019
0001193125-20-088317,10,2,-1,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2019,InterestExpenseIncomeNetDefinedBenefitLiabilityAsset,ifrs/2019
0001193125-20-088317,23,1,1,FinanceCosts,ifrs/2019,InterestExpenseOnBorrowings,ifrs/2019
0001193125-20-088317,12,4,1,NonCashChangesArisingFromFinancingActivities,0001193125-20-088317,InterestExpenseOnLeaseLiabilities,ifrs/2019
0001193125-20-088317,11,22,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2019,InterestPaidClassifiedAsFinancingActivities,ifrs/2019
0001193125-20-088317,11,13,1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,InterestReceivedClassifiedAsOperatingActivities,ifrs/2019
0001193125-20-088317,17,24,1,CurrentAssets,ifrs/2019,Inventories,ifrs/2019
0001193125-20-088317,17,31,1,NoncurrentAssets,ifrs/2019,InvestmentAccountedForUsingEquityMethod,ifrs/2019
0001193125-20-088317,17,14,1,EquityAttributableToOwnersOfParent,ifrs/2019,IssuedCapital,ifrs/2019
0001193125-20-088317,4,3,1,KeyManagementPersonnelCompensation,ifrs/2019,KeyManagementPersonnelCompensationPostemploymentBenefits,ifrs/2019
0001193125-20-088317,4,2,1,KeyManagementPersonnelCompensation,ifrs/2019,KeyManagementPersonnelCompensationSharebasedPayment,ifrs/2019
0001193125-20-088317,4,1,1,KeyManagementPersonnelCompensation,ifrs/2019,KeyManagementPersonnelCompensationShorttermEmployeeBenefits,ifrs/2019
0001193125-20-088317,4,4,1,KeyManagementPersonnelCompensation,ifrs/2019,KeyManagementPersonnelCompensationTerminationBenefits,ifrs/2019
0001193125-20-088317,7,10,1,FinancialLiabilities,ifrs/2019,LeaseLiabilities,ifrs/2019
0001193125-20-088317,18,5,1,OtherFinancialLiabilities,ifrs/2019,LeaseLiabilities,ifrs/2019
0001193125-20-088317,8,5,1,NetFinancialInstruments,0001193125-20-088317,LongtermBorrowings,ifrs/2019
0001193125-20-088317,22,3,1,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-20-088317,LongtermBorrowings,ifrs/2019
0001193125-20-088317,17,8,1,NoncurrentLiabilities,ifrs/2019,LongtermBorrowings,ifrs/2019
0001193125-20-088317,7,13,1,FinancialLiabilities,ifrs/2019,LongtermBorrowings,ifrs/2019
0001193125-20-088317,13,5,1,OtherIncome,ifrs/2019,MiscellaneousOtherOperatingIncome,ifrs/2019
0001193125-20-088317,17,18,1,Equity,ifrs/2019,NoncontrollingInterests,ifrs/2019
0001193125-20-088317,16,3,1,NetAssetsLiabilities,ifrs/2019,NoncurrentAssets,ifrs/2019
0001193125-20-088317,17,27,1,Assets,ifrs/2019,NoncurrentAssets,ifrs/2019
0001193125-20-088317,16,5,-1,NetAssetsLiabilities,ifrs/2019,NoncurrentLiabilities,ifrs/2019
0001193125-20-088317,17,7,1,EquityAndLiabilities,ifrs/2019,NoncurrentLiabilities,ifrs/2019
0001193125-20-088317,20,6,1,ReceivablesInvestmentsAndOther,0001193125-20-088317,NoncurrentLoansAndReceivables,ifrs/2019
0001193125-20-088317,17,10,1,NoncurrentLiabilities,ifrs/2019,NoncurrentProvisions,ifrs/2019
0001193125-20-088317,19,2,1,ComprehensiveIncome,ifrs/2019,OtherComprehensiveIncome,ifrs/2019
0001193125-20-088317,16,2,1,NetAssetsLiabilities,ifrs/2019,OtherCurrentAssets,ifrs/2019
0001193125-20-088317,17,5,1,CurrentLiabilities,ifrs/2019,OtherCurrentFinancialLiabilities,ifrs/2019
0001193125-20-088317,18,7,1,OtherNoncurrentFinancialLiabilities,ifrs/2019,OtherCurrentFinancialLiabilities,ifrs/2019
0001193125-20-088317,24,2,1,TradeAndOtherCurrentPayables,ifrs/2019,OtherCurrentPayables,ifrs/2019
0001193125-20-088317,14,3,1,TradeAndOtherCurrentReceivables,ifrs/2019,OtherCurrentReceivables,ifrs/2019
0001193125-20-088317,18,1,1,OtherNoncurrentFinancialLiabilities,ifrs/2019,OtherFinancialLiabilities,ifrs/2019
0001193125-20-088317,5,17,1,ProfitLossBeforeTax,ifrs/2019,OtherIncome,ifrs/2019
0001193125-20-088317,15,6,1,ProfitLoss,ifrs/2019,OtherIncome,ifrs/2019
0001193125-20-088317,11,18,1,CashFlowsFromUsedInInvestingActivities,ifrs/2019,OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities,ifrs/2019
0001193125-20-088317,11,16,1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2019
0001193125-20-088317,18,6,1,OtherFinancialLiabilities,ifrs/2019,OtherLiabilities,ifrs/2019
0001193125-20-088317,17,9,1,NoncurrentLiabilities,ifrs/2019,OtherNoncurrentFinancialLiabilities,ifrs/2019
0001193125-20-088317,5,11,1,ProfitLossFromOperatingActivities,ifrs/2019,OtherOperatingIncomeExpense,ifrs/2019
0001193125-20-088317,11,11,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,OtherOperatingIncomeExpense,ifrs/2019
0001193125-20-088317,20,7,1,ReceivablesInvestmentsAndOther,0001193125-20-088317,OtherReceivables,ifrs/2019
0001193125-20-088317,10,3,-1,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2019,PastServiceCostNetDefinedBenefitLiabilityAsset,ifrs/2019
0001193125-20-088317,11,24,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2019,PaymentsOfLeaseLiabilitiesClassifiedAsFinancingActivities,ifrs/2019
0001193125-20-088317,21,3,1,EmployeeBenefitsExpense,ifrs/2019,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2019
0001193125-20-088317,21,4,1,EmployeeBenefitsExpense,ifrs/2019,PostemploymentBenefitExpenseDefinedContributionPlans,ifrs/2019
0001193125-20-088317,11,23,1,CashFlowsFromUsedInFinancingActivities,ifrs/2019,ProceedsFromIssuingShares,ifrs/2019
0001193125-20-088317,11,20,1,CashFlowsFromUsedInInvestingActivities,ifrs/2019,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ifrs/2019
0001193125-20-088317,19,1,1,ComprehensiveIncome,ifrs/2019,ProfitLoss,ifrs/2019
0001193125-20-088317,11,1,1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,ProfitLoss,ifrs/2019
0001193125-20-088317,5,1,1,ProfitLoss,ifrs/2019,ProfitLossBeforeTax,ifrs/2019
0001193125-20-088317,5,2,1,ProfitLossBeforeTax,ifrs/2019,ProfitLossFromOperatingActivities,ifrs/2019
0001193125-20-088317,17,28,1,NoncurrentAssets,ifrs/2019,PropertyPlantAndEquipment,ifrs/2019
0001193125-20-088317,25,5,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2019,ProvisionUsedOtherProvisions,ifrs/2019
0001193125-20-088317,11,17,-1,CashFlowsFromUsedInInvestingActivities,ifrs/2019,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ifrs/2019
0001193125-20-088317,18,4,1,OtherFinancialLiabilities,ifrs/2019,RecognisedLiabilitiesDefinedBenefitPlan,ifrs/2019
0001193125-20-088317,11,21,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2019,RepaymentsOfBorrowingsClassifiedAsFinancingActivities,ifrs/2019
0001193125-20-088317,5,10,-1,ProfitLossFromOperatingActivities,ifrs/2019,ResearchAndDevelopmentExpense,ifrs/2019
0001193125-20-088317,17,16,1,EquityAttributableToOwnersOfParent,ifrs/2019,RetainedEarnings,ifrs/2019
0001193125-20-088317,10,6,1,GainLossOnRemeasurementOfNetDefinedBenefitLiabilityAsset,ifrs/2019,ReturnOnPlanAssetsNetDefinedBenefitLiabilityAsset,ifrs/2019
0001193125-20-088317,5,4,1,GrossProfit,ifrs/2019,Revenue,ifrs/2019
0001193125-20-088317,15,1,1,ProfitLoss,ifrs/2019,Revenue,ifrs/2019
0001193125-20-088317,11,9,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,ifrs/2019
0001193125-20-088317,5,16,1,ProfitLossBeforeTax,ifrs/2019,ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,ifrs/2019
0001193125-20-088317,17,15,1,EquityAttributableToOwnersOfParent,ifrs/2019,SharePremium,ifrs/2019
0001193125-20-088317,17,21,1,CurrentAssets,ifrs/2019,ShorttermDepositsNotClassifiedAsCashEquivalents,ifrs/2019
0001193125-20-088317,7,3,1,FinancialAssets,ifrs/2019,ShorttermDepositsNotClassifiedAsCashEquivalents,ifrs/2019
0001193125-20-088317,22,5,-1,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-20-088317,ShorttermDepositsNotClassifiedAsCashEquivalents,ifrs/2019
0001193125-20-088317,21,2,1,EmployeeBenefitsExpense,ifrs/2019,SocialSecurityContributions,ifrs/2019
0001193125-20-088317,2,2,1,IncomeTaxExpenseContinuingOperations,ifrs/2019,TaxEffectOfForeignTaxRates,ifrs/2019
0001193125-20-088317,2,1,1,IncomeTaxExpenseContinuingOperations,ifrs/2019,TaxExpenseIncomeAtApplicableTaxRate,ifrs/2019
0001193125-20-088317,7,9,1,FinancialLiabilities,ifrs/2019,TradeAndOtherCurrentPayables,ifrs/2019
0001193125-20-088317,17,2,1,CurrentLiabilities,ifrs/2019,TradeAndOtherCurrentPayables,ifrs/2019
0001193125-20-088317,24,3,1,TradeAndOtherCurrentPayables,ifrs/2019,TradeAndOtherCurrentPayablesToRelatedParties,ifrs/2019
0001193125-20-088317,24,1,1,TradeAndOtherCurrentPayables,ifrs/2019,TradeAndOtherCurrentPayablesToTradeSuppliers,ifrs/2019
0001193125-20-088317,17,22,1,CurrentAssets,ifrs/2019,TradeAndOtherCurrentReceivables,ifrs/2019
0001193125-20-088317,7,5,1,FinancialAssets,ifrs/2019,TradeAndOtherCurrentReceivables,ifrs/2019
0001193125-20-088317,21,1,1,EmployeeBenefitsExpense,ifrs/2019,WagesAndSalaries,ifrs/2019
0001193125-20-088317,25,3,1,OtherInflowsOutflowsOfCashClassifiedAsOperatingActivities,ifrs/2019,AdjustmentsForDecreaseIncreaseInSuppliesAndPrepaid,0001193125-20-088317
0001193125-20-088317,10,4,1,PostemploymentBenefitExpenseDefinedBenefitPlans,ifrs/2019,AdministrativeCostsPostemploymentBenefitPlan,0001193125-20-088317
0001193125-20-088317,12,1,1,NonCashChangesArisingFromFinancingActivities,0001193125-20-088317,AmortisationOfFinancingCosts,0001193125-20-088317
0001193125-20-088317,20,5,1,ReceivablesInvestmentsAndOther,0001193125-20-088317,AmountsReceivableFromTaxAuthorityRelatedToTaxDisputes,0001193125-20-088317
0001193125-20-088317,11,19,1,CashFlowsFromUsedInInvestingActivities,ifrs/2019,ChangeInLongTermReceivablesInvestmentAndOther,0001193125-20-088317
0001193125-20-088317,2,3,1,IncomeTaxExpenseContinuingOperations,ifrs/2019,ChangeInUnrecognizedDeferredTaxAssets,0001193125-20-088317
0001193125-20-088317,15,2,-1,ProfitLoss,ifrs/2019,Costofgoodssoldexcludingdepreciationdepletionandamortization,0001193125-20-088317
0001193125-20-088317,5,6,1,CostOfSales,ifrs/2019,Costofgoodssoldexcludingdepreciationdepletionandamortization,0001193125-20-088317
0001193125-20-088317,6,1,1,Inventories,ifrs/2019,CurrentConcentrateInventory,0001193125-20-088317
0001193125-20-088317,17,26,1,CurrentAssets,ifrs/2019,CurrentRecivablesInvestmentsAndOther,0001193125-20-088317
0001193125-20-088317,23,3,1,FinanceCosts,ifrs/2019,FeesRelatedToCreditFacilities,0001193125-20-088317
0001193125-20-088317,10,5,1,GainLossOnRemeasurementOfNetDefinedBenefitLiabilityAsset,ifrs/2019,GainLossRelatedActuarialChangesFromAssumptionsAndAdjustments,0001193125-20-088317
0001193125-20-088317,2,7,1,IncomeTaxExpenseContinuingOperations,ifrs/2019,Incomeinequityaccountedinvesteetaxeffectsforreconciliationbetweenaccountingprofitandtaxexpenseincome,0001193125-20-088317
0001193125-20-088317,2,8,1,IncomeTaxExpenseContinuingOperations,ifrs/2019,Increasedecreaseintaxeffectchangeinuncertaintaxpositions,0001193125-20-088317
0001193125-20-088317,2,5,1,IncomeTaxExpenseContinuingOperations,ifrs/2019,IncreaseDecreaseInTaxEffectTransferPricing,0001193125-20-088317
0001193125-20-088317,20,4,1,ReceivablesInvestmentsAndOther,0001193125-20-088317,InvestementTaxCreditReceivableRelatedToResearchAndDevelopment,0001193125-20-088317
0001193125-20-088317,22,1,1,NetDebtAndEquity,0001193125-20-088317,LongtermBorrowingsNetOfCashAndCashEquivalent,0001193125-20-088317
0001193125-20-088317,17,30,1,NoncurrentAssets,ifrs/2019,LongTermReceivablesInvestmentsAndOther,0001193125-20-088317
0001193125-20-088317,13,6,1,OtherIncome,ifrs/2019,MiscellaneousOtherIncomeExpense,0001193125-20-088317
0001193125-20-088317,2,6,1,IncomeTaxExpenseContinuingOperations,ifrs/2019,NonDeductibleCapitalAmountsTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-20-088317
0001193125-20-088317,11,10,-1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,OtherIncomeNonCashItems,0001193125-20-088317
0001193125-20-088317,2,9,1,IncomeTaxExpenseContinuingOperations,ifrs/2019,OtherPermanentDifferencesTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-20-088317
0001193125-20-088317,2,4,1,IncomeTaxExpenseContinuingOperations,ifrs/2019,SharebasedCompTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-20-088317
0001193125-21-087174,2,12,1,CashFlowsFromUsedInOperatingActivities,ifrs/2020,IncomeTaxExpenseContinuingOperations,ifrs/2020
0001193125-21-087174,14,7,-1,ProfitLoss,ifrs/2020,IncomeTaxExpenseContinuingOperations,ifrs/2020
0001193125-21-087174,9,18,-1,ProfitLoss,ifrs/2020,IncomeTaxExpenseContinuingOperations,ifrs/2020
0001193125-21-087174,6,4,1,KeyManagementPersonnelCompensation,ifrs/2020,KeyManagementPersonnelCompensationTerminationBenefits,ifrs/2020
0001193125-21-087174,7,7,1,NonCashChangesArisingFromFinancingActivities,0001193125-21-087174,ExpenseFromSharebasedPaymentTransactionsWithEmployees,ifrs/2020
0001193125-21-087174,25,2,1,OtherFinancialLiabilities,ifrs/2020,DeferredIncome,ifrs/2020
