tag,version,custom,abstract,datatype,iord,crdr,tlabel,doc
ReceivablesInvestmentsAndOther,0001193125-20-088317,1,0,monetary,I,D,Receivables Investments And Other,"The amount of receivables, investments and other items."
ReductionOfRevenueFromPerformanceObligation,0001193125-20-088317,1,0,monetary,D,D,Reduction Of Revenue From Performance Obligation,The reduction of revenue from performance obligations satisfied (or partially satisfied) in previous periods
RestrictedShareUnitPlanMember,0001193125-20-088317,1,1,member,,,Restricted Share Unit Plan [member],Restricted share unit plan.
Revolvingcreditfacilitiesabstract,0001193125-20-088317,1,1,,,,Revolving Credit Facilities [Abstract],
RiskFreeInterestRateShareOptionsOustanding,0001193125-20-088317,1,0,percent,I,,"Risk free interest rate, share options oustanding","The implied yield currently available on zero-coupon government issues of the country in whose currency the exercise price for share options outstanding expressed, with a remaining term equal to the expected term of the option being valued (based on the option's remaining contractual life and taking into account the effects of expected early exercise)."
SeriesDMember,0001193125-20-088317,1,1,member,,,Series D [Member],Series D - unsecured debanture.
SeriesEMember,0001193125-20-088317,1,1,member,,,Series E [Member],Series E - unsecured debanture.
SeriesESeniorUnsecuredDebentureMember,0001193125-20-088317,1,1,member,,,Series E senior unsecured debenture [Member],Series E senior unsecured debenture.
SeriesFMember,0001193125-20-088317,1,1,member,,,Series F [Member],Series F - unsecured debanture.
SeriesGMember,0001193125-20-088317,1,1,member,,,Series G [Member],Series G - unsecured debanture.
SeveranceCosts,0001193125-20-088317,1,0,monetary,D,D,Severance costs,"Compensation an employer provides to an employee who has been laid off, whose job has been eliminated, who has decided to leave the company through mutual agreement, or who has parted ways with the company for other reasons. Costs are directly expensed through cost of sales."
SharebasedCompTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,0001193125-20-088317,1,0,monetary,D,D,Sharebased Comp Tax Effects For Reconciliation Between Accounting Profit And Tax Expense Income,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to share based compensation plans.
ShareCapitalMember,0001193125-20-088317,1,1,member,,,Share capital [Member],This member stands for share capital related liabilities.
ShareHolderNonResidentMember,0001193125-20-088317,1,1,member,,,Share Holder Non-Resident [Member],Share holder non-resident in Canada
ShareHolderResidentMember,0001193125-20-088317,1,1,member,,,Share Holder Resident [Member],Share holder resident in Canada
StatementsOfDetailedInformationOfCashFlowTableTextBlock,0001193125-20-088317,1,0,textBlock,D,,Statements of detailed information of cash flow,Disclosure of detailed breakdown of cash flow information.
StockIssuedDuringPeriodValueStockOptionsExercised,0001193125-20-088317,1,0,monetary,D,C,"Stock Issued During Period, Value, Stock Options Exercised",Value of stock issued as a result of the exercise of stock options.
StockOptionPlanMember,0001193125-20-088317,1,1,member,,,Stock Option Plan [member],Stock option plan.
TypeOfCustomerAxis,0001193125-20-088317,1,1,axis,,,Type of customer axis [Axis],The axis of a table defines the relationship between the domain members or categories in the table and the line items or concepts that complete the table.
TypeOfCustomerMember,0001193125-20-088317,1,1,member,,,Type of customer [Member],All customers of the corporation
UEXMember,0001193125-20-088317,1,1,member,,,UEX [Member],Investment in UEX Corporation
UnsecuredRevolvingCreditFacilityMember,0001193125-20-088317,1,1,member,,,Unsecured revolving credit facility [Member],This member stands for Unsecured revolving credit facility.
UnusedTaxExpiry2030Member,0001193125-20-088317,1,1,member,,,Unused tax expiry 2026 [Member],Unused tax expiry 2026.
UnusedTaxExpiry2031Member,0001193125-20-088317,1,1,member,,,Unused tax expiry 2030 [Member],Unused tax expiry 2030
UnusedTaxExpiry2032Member,0001193125-20-088317,1,1,member,,,Unused tax expiry 2031 [Member],Unused tax expiry 2031.
UnusedTaxExpiry2033Member,0001193125-20-088317,1,1,member,,,Unused tax expiry 2032 [Member],Unused tax expiry 2032.
UnusedTaxExpiry2034Member,0001193125-20-088317,1,1,member,,,Unused tax expiry 2033 [Member],Unused tax expiry 2033.
UnusedTaxExpiry2035Member,0001193125-20-088317,1,1,member,,,Unused tax expiry 2034 [Member],Unused tax expiry 2034.
UnusedTaxExpiry2036Member,0001193125-20-088317,1,1,member,,,Unused tax expiry 2035 [Member],Unused tax expiry 2035.
Unusedtaxexpiry2038Member,0001193125-20-088317,1,1,member,,,Unused tax expiry 2037 [Member],Unused tax expiry 2037.
Unusedtaxexpiry2039Member,0001193125-20-088317,1,1,member,,,Unused tax expiry 2038 [Member],Unused tax expiry 2038.
Unusedtaxexpiry203Member,0001193125-20-088317,1,1,member,,,Unused tax expiry 2036 [Member],Unused tax expiry 2036.
Unusedtaxexpiry2040Member,0001193125-20-088317,1,1,member,,,Unused tax expiry 2039 [Member],Unused tax expiry 2039.
UnusedTaxExpiryNoExpiryMember,0001193125-20-088317,1,1,member,,,Unused tax expiry No expiry [Member],Unused tax expiry No expiry.
Unusedtaxlosses,0001193125-20-088317,1,0,monetary,I,D,Unused Tax Losses,Tax losses that have been incurred and are carried forward for use against future taxable profit.
UraniumContractsMember,0001193125-20-088317,1,1,member,,,Uranium contracts [Member],This member stands for Uranium contracts.
UraniumMember,0001193125-20-088317,1,1,member,,,Uranium [Member],Uranium operating segment.
USequitySecuritiesMember,0001193125-20-088317,1,1,member,,,US equity securities [Member],This member stands for United States equity securities.
WeightedAverageLengthOfTimeOfDefinedBenefitObligation,0001193125-20-088317,1,0,duration,D,,Weighted Average Length Of Time Of Defined Benefit Obligation,"The length of time during which the defined and other benefit plans are active, in PnYnMn format."
AccountsPayableAndAccruedLiabilitiesMember,0001193125-21-087174,1,1,member,,,Accounts Payable and Accrued Liabilities [Member],"This member stands for, Accounts payable and accrued liabilities."
ActuarialAssumptionOfDecliningMedicalCostTrendRate,0001193125-21-087174,1,0,percent,I,,Cost trend rate declines to,Declining cost rate related to medical costs used as significant actuarial assumption to determine the present value of a defined benefit obligation.
ActuarialAssumptionOfDentalCostTrendRates,0001193125-21-087174,1,0,percent,I,,Dental care cost trend rate,Dental cost trend rate used as significant actuarial assumption to determine the present value of a defined benefit obligation.
ActuarialAssumptionOfDiscountRatesPriorYearObligations,0001193125-21-087174,1,0,percent,I,,Discount rate - expense prior year obligations,The discount rate used as the significant actuarial assumption to determine the present value of a defined benefit expense.
ActuarialAssumptionOfYearRateReachesFinalLevel,0001193125-21-087174,1,0,gYear,D,,Year the rate reaches its final level,"The year in which the rate reaches its final level, in CCYY format."
Additionscontractliabilities,0001193125-21-087174,1,0,monetary,D,C,Additions Contract Liabilities,
AdjustmentDividendsExcessofOwnershipFromSignificantInvestmentsInAssociates,0001193125-21-087174,1,0,monetary,D,C,Adjustment Dividends Excess Of Ownership From Significant Investments In Associates,Adjustment to divdends declared in excess of ownerhips percentage from an investment in associates accounted for using the equity method
AdjustmentDividendsReceivedFromSignificantInvestmentsInAssociates,0001193125-21-087174,1,0,monetary,D,D,Adjustment dividends received from significant investments in associates,Adjustment to divdends declared from an investment in associates accounted for using the equity method
AdjustmentsForDecreaseIncreaseInSuppliesAndPrepaid,0001193125-21-087174,1,0,monetary,D,D,Adjustments For Decrease Increase In Supplies And Prepaid,Adjustments for decrease (increase) in supplies and prepaid to reconcile profit (loss) to net cash flow from (used in) operating activities.
AdjustmentToIncreaseDecreaseThroughNetExchangeDifferencesInvestmentProperty,0001193125-21-087174,1,0,monetary,D,D,AdjustmentToIncreaseDecreaseThroughNetExchangeDifferencesInvestmentProperty,"An adjustment to the increase (decrease) in investment property resulting from net exchange differences arising on the translation of the financial statements from the functional currency into a different presentation currency, including the translation of a foreign operation into the presentation currency of the reporting entity."
AdjustmentToShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,0001193125-21-087174,1,0,monetary,D,C,Adjustment to share of profit loss of associates and joint ventures accounted for using equity method,Adjustment to entity's proportionate share of earnings such as eliminations for unrealized profit and amortisation of historical differences in accounting policies
AdministrativeCostsPostemploymentBenefitPlan,0001193125-21-087174,1,0,monetary,D,D,Administrative costs postemployment benefit plan,The amount of administration cost related to postemployment benefit plan.
AmortisationOfFinancingCosts,0001193125-21-087174,1,0,monetary,D,D,Amortization of issue costs,The amount of financing costs amortised during the period.
AmountOfPotentialTaxableIncomeConsequencesFromTaxDispute,0001193125-21-087174,1,0,monetary,D,C,Amount of potential taxable income consequences from tax dispute,The amount of potential taxable income consequences from tax dispute.
AmountsReceivableFromTaxAuthorityRelatedToTaxDisputes,0001193125-21-087174,1,0,monetary,I,D,Receivables From Taxes Other Than Income Tax,Receivables from the tax authroities related to income tax disputes.
AssumptionsDefinedBenefitObligationNetPensionOtherBenefitExpenseAbstract,0001193125-21-087174,1,1,,,,Assumptions defined benefit obligation and net pension and other benefit expense,
AvailableLoanPayableQuantity,0001193125-21-087174,1,0,mass,I,,Available loan payable quantity,Total available standby product loan facility to the corporation.
BorrowingsStandbyInterestRate,0001193125-21-087174,1,0,percent,I,,Borrowings standby interest rate,Standyby interest rate of product loan facility when the borrowing is not drawn upon.
CamecoAustraliaPtyLtdMember,0001193125-21-087174,1,1,member,,,Cameco Australia Pty. Ltd. [member],Cameco Australia Pty. Ltd.
CamecoEuropeLtdMember,0001193125-21-087174,1,1,member,,,Cameco Europe Ltd. [member],Cameco Europe Ltd.
CamecoFuelManufacturingIncMember,0001193125-21-087174,1,1,member,,,Cameco Fuel Manufacturing Inc. [member],Cameco Fuel Manufacturing Inc.
CamecoIncMember,0001193125-21-087174,1,1,member,,,Cameco Inc. [member],Cameco Inc.
CamecoMarketingIncMember,0001193125-21-087174,1,1,member,,,Cameco Marketing Inc. [member],Cameco Marketing Inc.
CanadianEquitySecuritiesMember,0001193125-21-087174,1,1,member,,,Canadian Equity Securities [member],This member stands for Canadian equity securities.
CanadianFixedIncomeMember,0001193125-21-087174,1,1,member,,,Canadian Fixed Income [member],This member stands for Canadian fixed income.
CanadianRevenueAgencyMember,0001193125-21-087174,1,1,member,,,Canadian Revenue Agency [member],Canadian Revenue Agency entitled to levy and collect income taxes and other related charges.
CapitalExpenditures,0001193125-21-087174,1,0,monetary,D,C,Capital Expenditures,"The cash outflow for property, plant and equipment."
CareAndMaintenanceExpense,0001193125-21-087174,1,0,monetary,D,D,Care and maintenance,Costs directly expensed to cost of sales that are incurred to maintain production facilities during suspension of production.
CashAndCashEquivalentsMember,0001193125-21-087174,1,1,member,,,Cash and cash equivalents [member],"This member stands for, cash and cash equivalent."
CashSettledPlanMember,0001193125-21-087174,1,1,member,,,Cash Settled Plan [Member],Cash-setteld plan.
ChangeInLongTermReceivablesInvestmentAndOther,0001193125-21-087174,1,0,monetary,D,D,Change In Long Term Receivables Investment And Other,"Decrease (increase) in long term receivables, investments classified as investing activities."
ChangeInUnrecognizedDeferredTaxAssets,0001193125-21-087174,1,0,monetary,D,D,Change in unrecognized deferred tax assets,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to change in unrecognized deferred tax assets.
ChangesInNonCashWorkingCapital,0001193125-21-087174,1,1,,,,Changes in non cash working capital [Abstract],
ChangesInOtherProvisionsExpensed,0001193125-21-087174,1,0,monetary,D,D,Changes In Other Provisions Expensed,The amount of changes that an entity recognizes through profit and loss during the year.
CigarLakeMember,0001193125-21-087174,1,1,member,,,Cigar Lake [Member],"Cigar Lake, joint operation."
ClassbsharesMember,0001193125-21-087174,1,1,member,,,Class B Shares [Member],This member represents class B shares.
ClassesOfShareHolderMemberDomain,0001193125-21-087174,1,1,member,,,Classes Of Share Holder [Member],This member stands for the the type of shareholder of the company
ClassesOfShareHoldersAxis,0001193125-21-087174,1,1,axis,,,Classes Of Share Holders [Axis],The axis of a table to define resident and non-resident shareholders of the company
ContingentPenaltiesCashTaxesTransferPricingMember,0001193125-21-087174,1,1,member,,,Contingent Penalties Cash Taxes Transfer Pricing [member],Penalties related to cash taxes and transfer pricing.
ContingentPenaltiesHalfOfCashTaxesTransferPricingMember,0001193125-21-087174,1,1,member,,,Contingent Penalties Half Of Cash Taxes Transfer Pricing [member],50% Penalties related to cash tax and transfer pricing.
ContingentPenaltiesTransferPricingMember,0001193125-21-087174,1,1,member,,,Contingent Penalties Transfer Pricing [member],Penalties in result to tranfer pricing.
CorporateCustomersMember,0001193125-21-087174,1,1,member,,,Corporate customers [Member],Corporate customers for uranic services
Costofgoodssoldexcludingdepreciationdepletionandamortization,0001193125-21-087174,1,0,monetary,D,D,Cost of goods sold excluding depreciation depletion and amortization,"The aggregate cost of goods produced and sold during the reporting period, excluding depreciation, depletion, and amortization."
Covid19CareAndMaintenanceExpense,0001193125-21-087174,1,0,monetary,D,D,Covid 19 care and maintenance expense,Costs directly expensed to cost of sales that are incurred to maintain production facilities during a COVID-19 suspension of production.
CreditFacilityMaturity,0001193125-21-087174,1,0,string,D,,Credit Facility Maturity,"Date when the credit facility is schedule to expire, in CCYY-MM-DD."
CrowButteResourcesIncMember,0001193125-21-087174,1,1,member,,,"Crow Butte Resources, Inc. [member]","Crow Butte Resources, Inc."
CurrentConcentrateInventory,0001193125-21-087174,1,0,monetary,I,D,Current Concentrate Inventory,A classification of current inventory representing the amount of concentrate U3O8.
CurrentPortionOfLongtermReceivablesInvestmentsAndOtherMember,0001193125-21-087174,1,1,member,,,"Current portion of long-term receivables, investments and other [member]","This member stands for current portion of long-term receivables, investments and other classification on Financial Position."
CurrentPortionOfOtherLiabilitiesMember,0001193125-21-087174,1,1,member,,,Current portion of other liabilities [member],This member stands for current portion of other liabilities classification on financial position.
CurrentRecivablesInvestmentsAndOther,0001193125-21-087174,1,0,monetary,I,D,"Current portion of long-term receivables, investments and other","The amount of current portion of long term receivables, investments and other items."
DebtInstrumentFaceAmount,0001193125-21-087174,1,0,monetary,I,C,"Debt Instrument, Face Amount",Face (par) amount of debt instrument at time of issuance.
DebtInstrumentInterestRateEffectivePercentage,0001193125-21-087174,1,0,percent,I,,"Debt Instrument, Interest Rate, Effective Percentage",Effective interest rate for the funds borrowed under the debt agreement considering interest compounding and original issue discount or premium.
Debtinstrumentrepurchasedfaceamount,0001193125-21-087174,1,0,monetary,I,D,Face (par) amount of the original debt instrument that was repurchased.,"Debt Instrument, Repurchased Face Amount"
DecreaseThroughRevisedLeasesLiabilitiesArisingFromFinancingActivities,0001193125-21-087174,1,0,monetary,D,D,Decrease Through Revised Leases Liabilities Arising From Financing Activities,The decrease in liabilities arising from financing activities resulting from revised leases. [Refer: Liabilities arising from financing activities]
DeferredShareUnitPlanMember,0001193125-21-087174,1,1,member,,,Deferred Share Unit Plan [member],Deferred share unit plan.
DeferredTaxAssetsDefinedBenefitPlanActuarialLossesMember,0001193125-21-087174,1,1,member,,,Defined benefit plan actuarial losses [member],Deferred tax assets attributable to defined benefit plan and acturial losses.
DeferredTaxAssetsIncomeForeignExplorationAndDevelopmentMember,0001193125-21-087174,1,1,member,,,Foreign exploration and development [member],Deferred tax assets attributable to foreign exploration and development.
DeferredTaxAssetsInventoriesMember,0001193125-21-087174,1,1,member,,,"Deferred tax assets, inventories [member]",Deferred tax assets attributable to inventories.
DeferredTaxAssetsLongTermInvestmentAndOtherMember,0001193125-21-087174,1,1,member,,,"Long-term investments and other, deferred tax assets [member]",Deferred tax assets attributable to long term investment and other.
DeferredTaxAssetsMember,0001193125-21-087174,1,1,member,,,Deferred tax assets [member],Total amount attributable to deferred tax assets.
DeferredTaxAssetsPropertyPlantAndEquipmentMember,0001193125-21-087174,1,1,member,,,"Property, plant and equipment, deferred tax assets [Member]","Deferred tax assets attributable to Property, plant and equipment."
DeferredTaxAssetsProvisionForReclamationtMember,0001193125-21-087174,1,1,member,,,"Provision for reclamation, deferred tax assets [member]",Deferred tax assets attributable to reclamation provision.
DeferredTaxLiabilitiesMember,0001193125-21-087174,1,1,member,,,Deferred tax liabilities [Member],Total amount attributable to deferred tax liabilities.
DeferredTaxLiabilityInventoriesMember,0001193125-21-087174,1,1,member,,,"Deferred tax liabilities, inventories [member]",Deferred tax liabilities attributable to inventories.
DefinedBenefitObligationAndNetPensionAndOtherBenefitExpenseMember,0001193125-21-087174,1,1,member,,,Defined benefit obligation and net pension and other benefit expense [Member],This member stands for defined benefit obligation and net pension and other benefit expense.
DenisonMember,0001193125-21-087174,1,1,member,,,Denison [Member],Investment in Dension Mines Corporation
DescriptionOfAccountingPolicyForNonDerivativeFinancialAssetsLiabilitiesExplanatory,0001193125-21-087174,1,0,textBlock,D,,Description Of Accounting Policy For Non Derivative Financial Assets Liabilities Explanatory,The description of the entity's accounting policy for non derivative financial assets liabilities.
DescriptionOfAccountingPolicyForOtherPostRetirementBenefitsTextBlock,0001193125-21-087174,1,0,textBlock,D,,Description of accounting policy for other post retirement benefits,Description of accounting policy for other post retirement benefits.
DescriptionOfAccountingPolicyForShortTermEmployeeBenefitsTextBlock,0001193125-21-087174,1,0,textBlock,D,,Description of accounting policy for short term employee benefits [text block],Description of short term employee benefits policy.
Descriptionofaccountingpolicyforshortterminvestments,0001193125-21-087174,1,0,textBlock,D,,Description Of Accounting Policy For Short term Investments,The description of the entity's accounting policy used to determine short-termns investments.
DescriptionOfAccountingPolicyForTransactionsConsolidationEliminationExplanatory,0001193125-21-087174,1,0,textBlock,D,,Description Of Accounting Policy For Transactions Consolidation Elimination Explanatory,The description of the entity's accounting policy for transactions eliminated upon consolidation.
DescriptionOfExpectedForfeituresShareOptionsGranted,0001193125-21-087174,1,0,percent,D,,Description Of Expected Forfeitures Share Options Granted,The expected forfeitures of the share price used to calculate the fair value of the share options granted.
DescriptionOfExpectedForfeituresShareOptionsOustading,0001193125-21-087174,1,0,percent,I,,Description Of Expected Forfeitures Share Options oustanding,Description of expeted forfeitures share options oustanding.
DescriptionOfExpectedVestingShareOptionsGranted,0001193125-21-087174,1,0,percent,D,,Expected vesting,The amount of expected vesting used to calculate the fair value of share options.
DescriptionOfOptionLifeShareOptions,0001193125-21-087174,1,0,decimal,I,,Description Of Option Life Share Options,The option life of share options oustanding.
DescriptionOfPensionObligationsPolicyExplanatoryTextBlock,0001193125-21-087174,1,0,textBlock,D,,Description of Pension Obligations Policy Explanatory [Text Block],Description of accounting policy relaed to pension obligations.
DescriptionOfPoliciesForBuildingPlantAndEquipment,0001193125-21-087174,1,0,textBlock,D,,Description of policies for building plant and equipment,Descripton of accounting policy related to building plant and equipment.
DescriptionOfRefundableTaxAccountHeldByCanadaRevenueAgency,0001193125-21-087174,1,0,string,D,,Description of the refundable tax account held by CRA,The description of the refundable tax account held by Canada Revenue Agency.
DisclosureOfActuarialLossesGainsRecognizedInOciExplanatoryTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Actuarial Losses Gains Recognized In OCI Explanatory,The disclosure of acturial losses gains recognized in OCI.
DisclosureOfDefinedBenefitAndContributionPlansExplanatory,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Defined Benefit And Contribution Plans Explanatory,The entire disclosure for both defined benefit and defined contribution plans providing pension benefits.
DisclosureOfDetailedInformationAboutTradeAndOtherReceivablesExplanatoryTableTextBlcok,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Detailed Information Of Trade And Other Receivables Explanatory,Detailed information about trade and other receivables.
DisclosureOfEarningsAndIncomeTaxesByJurisdictionExpanatoryTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Earnings And Income Taxes By Jurisdiction Expanatory,The disclosure of earnings and income taxes by jurisdiction.
DisclosureOfEmployeeBenefitExpensesExplanatoryTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Employee Benefit Expenses Explanatory,"The disclsoure of details of employee benefit expenses including wages, statutory, pension plans and share based compensation."
DisclosureOfFinanceCostsDetailsExplanatoryTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Finance Costs Details Explanatory,The disclosure of finance costs breakdown.
DisclosureOfForeignExchangeRiskExplanatoryTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Foreign Exchange Risk Explanatory,Disclosure of pre-tax exposure to foreign currency exchange risk on financial instruments.
DisclosureOfInventoriesSummaryExplanatoryTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Inventories Summary Explanatory,Disclosure of inventory schedule.
Disclosureofmiscellaneousnoncurrentassetsexplanatory,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Miscellaneous Noncurrent Assets Explanatory,The disclosure of miscellaneous non current assets excluding equity investments
Disclosureofnetdebtequityandtotalcapitalexplanatory,0001193125-21-087174,1,0,textBlock,D,,Disclosure of net debt equity and total capital explanatory,
DisclosureOfNonHedgeDerivativeGainsLossesTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Non Hedge Derivative Gains Losses,Disclosure of summary of components of non-hedge derivative gains losses.
DisclosureOfPercentagesOfTotalFairValueOfAssetsPensionPlanExplanatoryTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Percentages Of Total Fair Value Of Assets Pension Plan Explanatory,The disclosure of percentages of the total fair value of assets in the pension plans for each asset category .
DisclosureOfReclamationProvisionTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Reclamation Provision,The disclosure of rreclamation provisions.
DisclosureOfReconciliationOfChangeInProvisionsTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Reconciliation Of Change In Provisions,The disclosure of reconciliation of change in provisions.
DisclosureOfTaxRateReconciliationExplanatoryTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Tax Rate Reconciliation Explanatory,The disclosure of tax rate reconciliation between the provision and the amount computed by applying the combined fededral and provincial income tax rates plus other differences. .
DisclosureOfTradePayableAndAcccruedLiabilitiesExplanatoryTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Trade Payable And Acccrued Liabilities Explanatory,The disclosure of payable and accrued liabilities.
DisclsoureOfAlternativeBasisMeasurementOfConsolidatedFinancialStatementTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclsoure of alternative basis measurement of consolidated financial statement table text block,Disclsoure of alternative basis measurement of consolidated financial statement.
DisclsoureOfCompensationExpenseUnderEquitySettledPlansExplanatoryTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclsoure Of Compensation Expense Under Equity Settled Plans Explanatory,The disclosure of compensation expense under equity-settled plans.
DisclsoureOfComponentsOfNetPensionAndOtherBenefitExpensesExplanatoryTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclsoure Of Components Of Net Pension And Other Benefit Expenses Explanatory.,The disclosure of components of net pension and other benefit expenses.
DisclsoureOfDetailedInformationAboutOtherIncomeExpenseExplanatoryTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclsoure Of Detailed Information About Other Income Expense Explanatory,The disclsoure of other income or expense details.
DisclsoureOfDetailedInformationAboutOtherLiabiltiesTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclosure Of Other Liabilities Explanatory with detailed information,Disclosure of detailed information about other liabilities.
DisclsoureOfOtherIncomeExpenseTextBlock,0001193125-21-087174,1,0,textBlock,D,,Disclsoure Of Other Income Expense,The disclsoure of other income or expense.
DislcosureSharebasedCompensationExpensesRecoveriesCashSettledPlansExplanatoryTableTextBlock,0001193125-21-087174,1,0,textBlock,D,,Dislcosure Share-based Compensation Expenses Recoveries Cash Settled Plans Explanatory,The dislcosure share based compensation expenses (recoveries) cash settled plans explanatory
Disposalstorightofuseassets,0001193125-21-087174,1,0,monetary,D,C,Disposals to right of use assets,The amount of disposals to right-of-use assets.
DividendsPayableMember,0001193125-21-087174,1,1,member,,,Dividends Payable [Member],This member stands for dividends payable.
EmployeeShareOwnershipPlanMember,0001193125-21-087174,1,1,member,,,Employee Share Ownership Plan [member],Employee share ownership plan.
EmployersContributionPerEmployeeShareBasedPaymentArrangement,0001193125-21-087174,1,0,string,D,,Employers Contribution Per Employee Share Based Payment Arrangement,Employer contribution per employee for a type of share-based payment arrangement that existed at any time during the period.
EquityMethodInvestmentSummarizedFinancialInformationBalanceSheetExplanatory,0001193125-21-087174,1,0,textBlock,D,,Equity method investment summarized financial information balance sheet explanatory,
EquityMethodInvestmentSummarizedFinancialInformationIncomeStatementExplanatory,0001193125-21-087174,1,0,textBlock,D,,Equity method investment summarized financial information income statement explanatory,
EquitySettledPlanMember,0001193125-21-087174,1,1,member,,,Equity-settled plan [Member],This member represents equity settled plan.
ExpectedDividendShareOptionsReportingDate,0001193125-21-087174,1,0,monetary,I,,"Expected dividend, share options, reporting date",The amount of an expected dividend used to calculate the fair value of share options.
Expectedvestingshareoptions,0001193125-21-087174,1,0,percent,I,,"Expected vesting, share options, reporting date",The expected vesting used to calculate the fair value of the share options on the reporting date.
ExpectedVolatilityShareOptions,0001193125-21-087174,1,0,percent,I,,"Expected volatility, share options",The expected volatility of the share price used to calculate the fair value of the share options on the reporting date.
FairValueOfNonhedgeDerivatives,0001193125-21-087174,1,0,monetary,D,D,Fair Value Of Nonhedge Derivatives,Fair value of non hedge derivatives.
FeesRelatedToCreditFacilities,0001193125-21-087174,1,0,monetary,D,D,Interest Expense On Other Financial Liabilities,The amount of fees on the revolving credit facility and lines of credit.
ForeignCurrencyContractsMember,0001193125-21-087174,1,1,member,,,Foreign currency contracts [Member],This member stands for foreign currency contracts.
ForeignExchagneGainLossOnFinancialInstruments,0001193125-21-087174,1,0,monetary,D,C,Foreign Exchange Gain Loss On Financial Instruments,
FuelServiceMember,0001193125-21-087174,1,1,member,,,Fuel Service [Member],Fuel Service operating segment.
FuelServicesMember,0001193125-21-087174,1,1,member,,,Fuel Services [Member],Fuel service segement.
GainLossRelatedActuarialChangesFromAssumptionsAndAdjustments,0001193125-21-087174,1,0,monetary,D,D,Gain Loss Related Actuarial Changes From Assumptions And Adjustments,"Actuarial losses and (gains) from changes in demographic, financial assumptions and experience adjustments related to net defined benefit liability or assets."
GainsLossesOnExtinguishmentOfDebt,0001193125-21-087174,1,0,monetary,D,D,Gain (loss) on extinguishment of debt,Difference between the fair value of payments made and the carrying amount of debt which is extinguished prior to maturity. This item includes debt issuance costs.
GlobalEquitySecuritiesMember,0001193125-21-087174,1,1,member,,,Global Equity Securities [member],This member stands for Global equity securities.
GoviExMember,0001193125-21-087174,1,1,member,,,GoviEx [Member],Investment in GoviEx
GrossLettersOfCreditCommittments,0001193125-21-087174,1,0,monetary,I,C,Gross Letters Of Credit Committments,Gross amount of letters of credit commitments.
GrossUnsecuredRevolvingCreditFacilityAvailable,0001193125-21-087174,1,0,monetary,I,C,Gross Unsecured Revolving Credit Facility Available,Gross amount of unsecured credit loan facility available.
Incomeinequityaccountedinvesteetaxeffectsforreconciliationbetweenaccountingprofitandtaxexpenseincome,0001193125-21-087174,1,0,monetary,D,D,IncomeInEquityAccountedInvesteeTaxEffectsForReconciliationBetweenAccountingProfitAndTaxExpenseIncome,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to income in equity-accounted investee.
IncomeTaxAuthorityAxis,0001193125-21-087174,1,1,axis,,,Income Tax Authority [axis],Information by tax jurisdiction.
IncomeTaxAuthorityMemberDomain,0001193125-21-087174,1,1,member,,,Income Tax Authority [member],"Agency, division or body classification that levies income taxes, examines tax returns for compliance, or grants exemptions from or makes other decisions pertaining to income taxes."
IncreaseDecreaseDueToChangeInReclamationProvisionPropertyPlantAndEquipment,0001193125-21-087174,1,0,monetary,D,D,Increase Decrease Due To Change In Reclamation Provision Property Plant And Equipment,"The increase (decrease) in property, plant and equipment resulting from change in reclamation provision."
Increasedecreaseintaxeffectchangeinuncertaintaxpositions,0001193125-21-087174,1,0,monetary,D,D,Increase Decrease In Tax Effect Change In Uncertain Tax Positions,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to changes in uncertain tax positions.
IncreaseDecreaseInTaxesAbstract,0001193125-21-087174,1,1,,,,Increase Decrease In Taxes Abstract,
