adsh,cik,name,sic,countryba,stprba,cityba,zipba,bas1,bas2,baph,countryma,stprma,cityma,zipma,mas1,mas2,countryinc,stprinc,ein,former,changed,afs,wksi,fye,form,period,fy,fp,filed,accepted,prevrpt,detail,instance,nciks,aciks,pubfloatusd,floatdate,floataxis,floatmems
0000950142-20-000606,886986,TECK RESOURCES LTD,1400.0,CA,BC,VANCOUVER,V6C 0B3,550 BURRARD ST,"SUITE 3300, BENTALL 5",604-699-4000,CA,BC,VANCOUVER,V6C 0B3,550 BURRARD ST,"SUITE 3300, BENTALL 5",CA,BC,0.0,TECK COMINCO LTD,19940623.0,,0,1231.0,40-F,20191231.0,2019.0,FY,20200227,2020-02-26 21:09:00.0,0,1,teck-20191231.xml,1,,,,,
0001193125-20-055383,1725964,NUTRIEN LTD.,2870.0,CA,SK,SASKATOON,S7K 7G3,"SUITE 500, 122 - 1ST AVENUE SOUTH",,(306) 933-8500,CA,SK,SASKATOON,S7K 7G3,"SUITE 500, 122 - 1ST AVENUE SOUTH",,CA,,981400416.0,,,,0,1231.0,40-F,20191231.0,2019.0,FY,20200228,2020-02-28 12:47:00.0,0,1,ntr-20191231.xml,1,,,,,
0001104659-20-029017,1164727,NEWMONT CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20200229.0,,,20200304,2020-03-04 12:17:00.0,0,0,tm209593d3_8k_htm.xml,1,,,,,
0001104659-20-030134,1164727,NEWMONT CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20200229.0,,,20200306,2020-03-06 15:32:00.0,0,0,tm209593d5_8k_htm.xml,1,,,,,
0001558370-20-002239,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20191231.0,2019.0,FY,20200309,2020-03-09 17:16:00.0,0,1,fnv-20191231.xml,1,,,,,
0001104659-20-035541,1164727,NEWMONT CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20200331.0,,,20200319,2020-03-18 21:56:00.0,0,0,tm2012943-1_8k_htm.xml,1,,,,,
0001558370-20-002894,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,40-F,20191231.0,2019.0,FY,20200318,2020-03-18 16:47:00.0,0,1,fnv-20191231.xml,1,,,,,
0001193125-20-085600,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,40-F,20191231.0,2019.0,FY,20200326,2020-03-25 19:50:00.0,0,1,abx-20191231.xml,1,,,,,
0001047469-20-001879,2809,AGNICO EAGLE MINES LTD,1040.0,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,4169471212,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,CA,ON,0.0,,,1-LAF,0,1231.0,40-F,20191231.0,2019.0,FY,20200327,2020-03-27 16:33:00.0,0,1,aem-20191231.xml,1,,,,,
0001193125-20-088317,1009001,CAMECO CORP,1090.0,CA,SK,SASKATOON,S7M 1J3,2121 11TH ST W,,3069566200,CA,SK,SASKATOON,S7M 1J3,2121 11TH ST W.,,,,980113090.0,,,2-ACC,0,1231.0,40-F,20191231.0,2019.0,FY,20200327,2020-03-27 14:02:00.0,0,1,ccj-20191231.xml,1,,,,,
0001104659-20-039814,701818,KINROSS GOLD CORP,1040.0,CA,ON,TORONTO,M5J 2V5,25 YORK STREET,17TH FLOOR,8013639152,CA,ON,TORONTO,M5J 2V5,25 YORK STREET,17TH FLOOR,,,650430083.0,PLEXUS RESOURCES CORP,19920703.0,,0,1231.0,40-F,20191231.0,2019.0,FY,20200330,2020-03-30 06:09:00.0,0,1,kgc-20191231.xml,1,,,,,
0001193125-20-091051,1323404,WHEATON PRECIOUS METALS CORP.,1040.0,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,604 684 3123,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,CA,ON,980459455.0,SILVER WHEATON CORP.,20050411.0,,0,1231.0,40-F,20191231.0,2019.0,FY,20200330,2020-03-30 17:01:00.0,0,1,wpm-20191231.xml,1,,,,,
0001104659-20-049371,1164727,NEWMONT CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20200430.0,,,20200422,2020-04-21 20:35:00.0,0,0,tm2016567-1_8k_htm.xml,1,,,,,
0001157523-20-000647,1164727,NEWMONT CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20200430.0,,,20200505,2020-05-05 06:31:00.0,0,0,a52214383_htm.xml,1,,,,,
0001164727-20-000132,1164727,NEWMONT CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,10-Q,20200331.0,2020.0,Q1,20200505,2020-05-05 06:40:00.0,0,1,nem-20200331_htm.xml,1,,,,,
0001157523-20-001062,1164727,NEWMONT CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20200731.0,,,20200730,2020-07-30 06:31:00.0,0,0,a52258116_htm.xml,1,,,,,
0001164727-20-000178,1164727,NEWMONT CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,10-Q,20200630.0,2020.0,Q2,20200730,2020-07-30 06:38:00.0,0,1,nem-20200630_htm.xml,1,,,,,
0001558370-20-009431,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20200630.0,2020.0,Q2,20200805,2020-08-05 17:18:00.0,0,1,fnv-20200630.xml,1,,,,,
0001193125-20-215351,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,6-K,20200630.0,2020.0,Q2,20200811,2020-08-10 21:53:00.0,0,1,d46718d6k_htm.xml,1,,,,,
0001193125-20-217791,1323404,WHEATON PRECIOUS METALS CORP.,1040.0,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,604 684 3123,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,CA,ON,980459455.0,SILVER WHEATON CORP.,20050411.0,,0,1231.0,6-K,20200630.0,2020.0,Q2,20200812,2020-08-12 17:19:00.0,0,1,wpm-20200630.xml,1,,,,,
0001104659-20-102858,1164727,NEWMONT CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20200831.0,,,20200908,2020-09-08 08:55:00.0,0,0,tm2030311d1_8k_htm.xml,1,,,,,
0001157523-20-001374,1164727,NEWMONT CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20201031.0,,,20201029,2020-10-29 07:37:00.0,1,0,a52316426_htm.xml,1,,,,,
0001164727-20-000228,1164727,NEWMONT CORP /DE/,1040.0,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,303-863-7414,US,CO,GREENWOOD VILLAGE,80111,6363 SOUTH FIDDLERS GREEN CIRCLE,,US,DE,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,10-Q,20200930.0,2020.0,Q3,20201029,2020-10-29 07:43:00.0,0,1,nem-20200930_htm.xml,1,,,,,
0001157523-21-000209,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20210228.0,,,20210218,2021-02-18 07:00:00.0,1,0,a52380917_htm.xml,1,,,,,
0001164727-21-000027,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,1,1231.0,10-K,20201231.0,2020.0,FY,20210218,2021-02-18 07:07:00.0,0,1,nem-20201231_htm.xml,1,,49521911826.0,20200630.0,,
0001193125-21-047949,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,6-K,20201231.0,2020.0,FY,20210219,2021-02-18 18:21:00.0,0,1,d102208d6k_htm.xml,1,,,,,
0000886986-21-000007,886986,TECK RESOURCES LTD,1400.0,CA,BC,VANCOUVER,V6C 0B3,550 BURRARD ST,"SUITE 3300, BENTALL 5",604-699-4000,CA,BC,VANCOUVER,V6C 0B3,550 BURRARD ST,"SUITE 3300, BENTALL 5",CA,BC,0.0,TECK COMINCO LTD,19940623.0,,0,1231.0,40-F,20201231.0,2020.0,FY,20210223,2021-02-22 17:34:00.0,0,1,teck-20201231_d2_htm.xml,1,,,,,
0001193125-21-059301,1725964,NUTRIEN LTD.,2870.0,CA,SK,SASKATOON,S7K 7G3,"SUITE 500, 122 - 1ST AVENUE SOUTH",,(306) 933-8500,CA,SK,SASKATOON,S7K 7G3,"SUITE 500, 122 - 1ST AVENUE SOUTH",,CA,,981400416.0,,,,0,1231.0,40-F,20201231.0,2020.0,FY,20210226,2021-02-26 12:20:00.0,0,1,ntr-20201231.xml,1,,,,,
0001558370-21-002728,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20201231.0,2020.0,FY,20210310,2021-03-10 17:19:00.0,0,1,fnv-20201231.xml,1,,,,,
0001558370-21-003216,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,40-F,20201231.0,2020.0,FY,20210318,2021-03-18 16:54:00.0,0,1,fnv-20201231.xml,1,,,,,
0001104659-21-039051,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20210331.0,,,20210319,2021-03-19 16:04:00.0,1,0,tm2110340d1_8k_htm.xml,1,,,,,
0001193125-21-086732,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,40-F,20201231.0,2020.0,FY,20210319,2021-03-19 07:19:00.0,0,1,d109340d40f_htm.xml,1,,,,,
0001193125-21-087174,1009001,CAMECO CORP,1090.0,CA,SK,SASKATOON,S7M 1J3,2121 11TH ST W,,3069566200,CA,SK,SASKATOON,S7M 1J3,2121 11TH ST W.,,,,980113090.0,,,2-ACC,0,1231.0,40-F,20201231.0,2020.0,FY,20210319,2021-03-19 13:08:00.0,0,1,ccj-20201231.xml,1,,,,,
0001047469-21-000756,2809,AGNICO EAGLE MINES LTD,1040.0,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,4169471212,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,CA,ON,0.0,,,1-LAF,0,1231.0,40-F,20201231.0,2020.0,FY,20210326,2021-03-26 16:54:00.0,0,1,aem-20201231.xml,1,,,,,
0001104659-21-043926,701818,KINROSS GOLD CORP,1040.0,CA,ON,TORONTO,M5J 2V5,25 YORK STREET,17TH FLOOR,8013639152,CA,ON,TORONTO,M5J 2V5,25 YORK STREET,17TH FLOOR,,,650430083.0,PLEXUS RESOURCES CORP,19920703.0,,0,1231.0,40-F,20201231.0,2020.0,FY,20210330,2021-03-30 16:48:00.0,0,1,kgc-20201231.xml,1,,,,,
0001104659-21-044847,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20210331.0,,,20210331,2021-03-31 17:01:00.0,1,0,tm2111416d1_8k_htm.xml,1,,,,,
0001193125-21-102453,1323404,WHEATON PRECIOUS METALS CORP.,1040.0,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,604 684 3123,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,CA,ON,980459455.0,SILVER WHEATON CORP.,20050411.0,,0,1231.0,40-F,20201231.0,2020.0,FY,20210331,2021-03-31 17:00:00.0,0,1,wpm-20201231.xml,1,,,,,
0001104659-21-057659,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20210430.0,,,20210429,2021-04-29 16:30:00.0,1,0,tm2114567d1_8k_htm.xml,1,,,,,
0001157523-21-000532,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20210430.0,,,20210429,2021-04-29 07:00:00.0,1,0,a52420316_htm.xml,1,,,,,
0001164727-21-000114,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,10-Q,20210331.0,2021.0,Q1,20210429,2021-04-29 07:04:00.0,0,1,nem-20210331_htm.xml,1,,,,,
0001157523-21-000900,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20210731.0,,,20210722,2021-07-22 07:01:00.0,1,0,a52463960_htm.xml,1,,,,,
0001164727-21-000194,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,10-Q,20210630.0,2021.0,Q2,20210722,2021-07-22 07:06:00.0,0,1,nem-20210630_htm.xml,1,,,,,
0001193125-21-240554,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,6-K,20210630.0,2021.0,Q2,20210809,2021-08-09 16:47:00.0,0,1,d181316d6k_htm.xml,1,,,,,
0001193125-21-245047,1323404,WHEATON PRECIOUS METALS CORP.,1040.0,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,604 684 3123,CA,BC,VANCOUVER,V6E 0C3,SUITE 3500,1021 WEST HASTINGS STREEET,CA,ON,980459455.0,SILVER WHEATON CORP.,20050411.0,,0,1231.0,6-K,20210630.0,2021.0,Q2,20210813,2021-08-12 20:24:00.0,0,1,wpm-20210630.xml,1,,,,,
0001558370-21-011325,1456346,FRANCO NEVADA CORP,1040.0,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,416-306-6317,CA,ON,TORONTO,M5L 1G9,"199 BAY STREET, SUITE 2000",COMMERCE COURT WEST,CA,,0.0,,,,0,1231.0,6-K,20210630.0,2021.0,Q2,20210811,2021-08-11 17:18:00.0,0,1,fnv-20210630x6k_htm.xml,1,,,,,
0001104659-21-142802,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20211130.0,,,20211123,2021-11-23 08:01:00.0,1,0,tm2133735d1_8k_htm.xml,1,,,,,
0001104659-21-146604,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20211130.0,,,20211206,2021-12-06 09:10:00.0,1,0,tm2133737d3_8k_htm.xml,1,,,,,
0001104659-21-146923,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20211130.0,,,20211207,2021-12-06 21:28:00.0,1,0,tm2133737d4_8k_htm.xml,1,,,,,
0001104659-21-152155,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20211231.0,,,20211221,2021-12-21 16:01:00.0,1,0,tm2135846d1_8k_htm.xml,1,,,,,
0001157523-21-001269,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20211031.0,,,20211028,2021-10-28 07:02:00.0,1,0,a52516925_htm.xml,1,,,,,
0001164727-21-000235,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,10-Q,20210930.0,2021.0,Q3,20211028,2021-10-28 07:07:00.0,0,1,nem-20210930_htm.xml,1,,,,,
0000886986-22-000007,886986,TECK RESOURCES LTD,1400.0,CA,BC,VANCOUVER,V6C 0B3,550 BURRARD ST,"SUITE 3300, BENTALL 5",604-699-4000,CA,BC,VANCOUVER,V6C 0B3,550 BURRARD ST,"SUITE 3300, BENTALL 5",CA,BC,0.0,TECK COMINCO LTD,19940623.0,,0,1231.0,40-F,20211231.0,2021.0,FY,20220228,2022-02-25 18:00:00.0,0,1,teck-20211231_htm.xml,1,,,,,
0001104659-22-037577,2809,AGNICO EAGLE MINES LTD,1040.0,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,4169471212,CA,ON,TORONTO,M5C 2Y7,145 KING STREET EAST,SUITE 400,CA,ON,0.0,,,1-LAF,0,1231.0,40-F,20211231.0,2021.0,FY,20220325,2022-03-24 17:38:00.0,0,1,aem-20211231x40f_htm.xml,1,,,,,
0001104659-22-041156,701818,KINROSS GOLD CORP,1040.0,CA,ON,TORONTO,M5J 2V5,25 YORK STREET,17TH FLOOR,8013639152,CA,ON,TORONTO,M5J 2V5,25 YORK STREET,17TH FLOOR,,,650430083.0,PLEXUS RESOURCES CORP,19920703.0,,0,1231.0,40-F,20211231.0,2021.0,FY,20220331,2022-03-31 17:16:00.0,0,1,kgc-20211231x40f_htm.xml,1,,,,,
0001157523-22-000249,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,0,1231.0,8-K,20220228.0,,,20220224,2022-02-24 07:01:00.0,1,0,a52584477_htm.xml,1,,,,,
0001164727-22-000007,1164727,NEWMONT CORP /DE/,1040.0,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,303-863-7414,US,CO,DENVER,80237,6900 E LAYTON AVE,SUITE 700,US,CO,841611629.0,NEWMONT GOLDCORP CORP /DE/,20190417.0,1-LAF,1,1231.0,10-K,20211231.0,2021.0,FY,20220224,2022-02-24 07:06:00.0,0,1,nem-20211231_htm.xml,1,,50629300966.0,20210630.0,,1.0
0001193125-22-044545,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,6-K,20211231.0,2021.0,FY,20220217,2022-02-16 18:33:00.0,0,1,d191140d6k_htm.xml,1,,,,,
0001193125-22-053904,1725964,NUTRIEN LTD.,2870.0,CA,SK,SASKATOON,S7K 5R6,211 19TH STREET EAST,SUITE 1700,(306) 933-8500,CA,SK,SASKATOON,S7K 5R6,211 19TH STREET EAST,SUITE 1700,CA,,981400416.0,,,,0,1231.0,40-F,20211231.0,2021.0,FY,20220225,2022-02-25 12:30:00.0,0,1,d219334d40f_htm.xml,1,,,,,
0001193125-22-078905,756894,BARRICK GOLD CORP,1040.0,CA,ON,TORONTO ONTARIO CANA,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",161 BAY STREET SUITE 3700,4163077470,CA,ON,ONTARIO M5J2S1,M5J2S1,"BCE PLACE, CANADA TRUST TOWER",P O BOX 212 TORONTO,CA,BC,0.0,BARRICK RESOURCES CORP,19860109.0,,0,1231.0,40-F,20211231.0,2021.0,FY,20220318,2022-03-18 07:15:00.0,0,1,d180315d40f_htm.xml,1,,,,,
0001193125-22-081448,1009001,CAMECO CORP,1090.0,CA,SK,SASKATOON,S7M 1J3,2121 11TH ST W,,3069566200,CA,SK,SASKATOON,S7M 1J3,2121 11TH ST W.,,,,980113090.0,,,,0,1231.0,40-F,20211231.0,2021.0,FY,20220322,2022-03-22 14:05:00.0,0,1,d328590d40f_htm.xml,1,,,,,
