adsh,grp,arc,negative,ptag,pversion,ctag,cversion
0001164727-20-000228,2,2,1,StockpilesOreOnLeachPads,0001164727-20-000228,LongtermStockpilesOreOnLeachPads,0001164727-20-000228
0001164727-20-000228,14,1,1,InventoryOtherThanOreStockpilesOnLeachpadsNetOfReserves,0001164727-20-000228,MaterialsSuppliesAndOtherInventoryNetOfReserves,0001164727-20-000228
0001164727-20-000228,13,4,1,OtherNonoperatingIncomeExpense,us-gaap/2020,OtherNonoperatingIncomeExpenseNet,0001164727-20-000228
0001164727-20-000228,5,19,1,Liabilities,us-gaap/2020,PensionAndOtherPostretirementDefinedBenefitPlansAndOtherEmployeeRelatedLiabilitiesNoncurrent,0001164727-20-000228
0001164727-20-000228,14,4,1,InventoryOtherThanOreStockpilesOnLeachpadsNetOfReserves,0001164727-20-000228,PreciousMetalsInventoryNetOfReserves,0001164727-20-000228
0001164727-20-000228,11,12,1,CostsAndExpenses,us-gaap/2020,ReclamationAndMineShutdownProvisionAndEnvironmentalRemediationExpense,0001164727-20-000228
0001164727-21-000027,22,16,1,OtherLiabilitiesNoncurrent,us-gaap/2020,BusinessCombinationContingentConsiderationLiabilityNoncurrent,us-gaap/2020
0001164727-21-000027,14,3,1,EmployeeRelatedLiabilitiesCurrent,us-gaap/2020,PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,us-gaap/2020
0001164727-21-000027,1,1,1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,us-gaap/2020,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,us-gaap/2020
0001164727-21-000027,9,32,1,LiabilitiesAndStockholdersEquity,us-gaap/2020,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2020
0001164727-21-000027,11,5,1,LeaseCost,us-gaap/2020,ShortTermLeaseCost,us-gaap/2020
0001164727-21-000027,8,2,1,DefinedBenefitPlanFundedStatusOfPlan,us-gaap/2020,DefinedBenefitPlanFairValueOfPlanAssets,us-gaap/2020
0001164727-21-000027,6,26,1,EarningsPerShareDiluted,us-gaap/2020,IncomeLossFromContinuingOperationsPerDilutedShare,us-gaap/2020
0001164727-21-000027,24,4,1,DeferredTaxAssetsGross,us-gaap/2020,DeferredTaxAssetsInventory,us-gaap/2020
0001164727-21-000027,22,10,1,OtherLiabilitiesCurrent,us-gaap/2020,OtherAccruedLiabilitiesCurrent,us-gaap/2020
0001164727-21-000027,10,43,1,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap/2020,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,us-gaap/2020
0001164727-21-000027,9,22,1,LiabilitiesCurrent,us-gaap/2020,AccountsPayableCurrent,us-gaap/2020
0001164727-21-000027,6,20,1,NonoperatingIncomeExpense,us-gaap/2020,DeconsolidationGainOrLossAmount,us-gaap/2020
0001164727-21-000027,22,12,1,OtherLiabilitiesCurrent,us-gaap/2020,DepositLiabilityCurrent,us-gaap/2020
0001164727-21-000027,22,13,1,OtherLiabilitiesCurrent,us-gaap/2020,BusinessCombinationContingentConsiderationLiabilityCurrent,us-gaap/2020
0001164727-21-000027,6,18,1,NonoperatingIncomeExpense,us-gaap/2020,GainLossOnDispositionOfAssets1,us-gaap/2020
0001164727-21-000027,10,1,1,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap/2020,NetCashProvidedByUsedInOperatingActivities,us-gaap/2020
0001164727-21-000027,6,23,1,ProfitLoss,us-gaap/2020,IncomeLossFromDiscontinuedOperationsNetOfTax,us-gaap/2020
0001164727-21-000027,1,11,1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,us-gaap/2020,Goodwill,us-gaap/2020
0001164727-21-000027,19,4,-1,PropertyPlantAndEquipmentNet,us-gaap/2020,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap/2020
0001164727-21-000027,24,5,1,DeferredTaxAssetsGross,us-gaap/2020,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,us-gaap/2020
0001164727-21-000027,26,5,1,DeferredIncomeTaxExpenseBenefit,us-gaap/2020,DeferredFederalIncomeTaxExpenseBenefit,us-gaap/2020
0001164727-21-000027,22,2,1,OtherLiabilitiesCurrent,us-gaap/2020,LiabilitiesOfBusinessTransferredUnderContractualArrangementCurrent,us-gaap/2020
0001164727-21-000027,1,6,1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,us-gaap/2020,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxAssets,us-gaap/2020
0001164727-21-000027,10,19,1,NetCashProvidedByUsedInOperatingActivities,us-gaap/2020,CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,us-gaap/2020
0001164727-21-000027,26,3,1,CurrentIncomeTaxExpenseBenefit,us-gaap/2020,CurrentForeignTaxExpenseBenefit,us-gaap/2020
0001164727-21-000027,9,38,1,StockholdersEquity,us-gaap/2020,RetainedEarningsAccumulatedDeficit,us-gaap/2020
0001164727-21-000027,11,6,1,LeaseCost,us-gaap/2020,VariableLeaseCost,us-gaap/2020
0001164727-21-000027,9,26,1,LiabilitiesCurrent,us-gaap/2020,TaxesPayableCurrent,us-gaap/2020
0001164727-21-000027,26,6,1,DeferredIncomeTaxExpenseBenefit,us-gaap/2020,DeferredForeignIncomeTaxExpenseBenefit,us-gaap/2020
0001164727-21-000027,9,33,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2020,StockholdersEquity,us-gaap/2020
0001164727-21-000027,9,27,1,LiabilitiesCurrent,us-gaap/2020,OtherLiabilitiesCurrent,us-gaap/2020
0001164727-21-000027,22,11,1,OtherLiabilitiesCurrent,us-gaap/2020,DueToAffiliateCurrent,us-gaap/2020
0001164727-21-000027,24,3,1,DeferredTaxAssetsGross,us-gaap/2020,DeferredTaxAssetsPropertyPlantAndEquipment,us-gaap/2020
0001164727-21-000027,6,2,1,NetIncomeLoss,us-gaap/2020,ProfitLoss,us-gaap/2020
0001164727-21-000027,10,46,1,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2020,RestrictedCashAndCashEquivalentsAtCarryingValue,us-gaap/2020
0001164727-21-000027,31,2,1,NetIncomeLoss,us-gaap/2020,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,us-gaap/2020
0001164727-21-000027,22,6,1,OtherLiabilitiesCurrent,us-gaap/2020,OperatingLeaseLiabilityCurrent,us-gaap/2020
0001164727-21-000027,19,3,1,PropertyPlantAndEquipmentNet,us-gaap/2020,PropertyPlantAndEquipmentGross,us-gaap/2020
0001164727-21-000027,24,7,1,DeferredTaxAssetsGross,us-gaap/2020,DeferredTaxAssetsEquityMethodInvestments,us-gaap/2020
0001164727-21-000027,9,25,1,LiabilitiesCurrent,us-gaap/2020,EmployeeRelatedLiabilitiesCurrent,us-gaap/2020
0001164727-21-000027,11,4,1,LeaseCost,us-gaap/2020,OperatingLeaseCost,us-gaap/2020
0001164727-21-000027,22,8,1,OtherLiabilitiesCurrent,us-gaap/2020,AccrualForTaxesOtherThanIncomeTaxesCurrent,us-gaap/2020
0001164727-21-000027,7,11,-1,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,us-gaap/2020,DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeLossNetGainLossBeforeTax,us-gaap/2020
0001164727-21-000027,14,6,1,EmployeeRelatedLiabilitiesCurrent,us-gaap/2020,OtherEmployeeRelatedLiabilitiesCurrent,us-gaap/2020
0001164727-21-000027,9,31,1,LiabilitiesAndStockholdersEquity,us-gaap/2020,RedeemableNoncontrollingInterestEquityCarryingAmount,us-gaap/2020
0001164727-21-000027,9,24,1,LiabilitiesCurrent,us-gaap/2020,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,us-gaap/2020
0001164727-21-000027,25,2,1,LongTermInvestments,us-gaap/2020,EquitySecuritiesFvNi,us-gaap/2020
0001164727-21-000027,1,10,1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,us-gaap/2020,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,us-gaap/2020
0001164727-21-000027,27,6,1,ReclamationAndMineShutdownProvision,us-gaap/2020,AssetRetirementObligationAccretionExpense,us-gaap/2020
0001164727-21-000027,9,28,1,LiabilitiesCurrent,us-gaap/2020,LongTermDebtCurrent,us-gaap/2020
0001164727-21-000027,22,19,1,OtherLiabilitiesNoncurrent,us-gaap/2020,OtherLiabilitiesAndDeferredRevenueNoncurrent,us-gaap/2020
0001164727-21-000027,6,17,1,NonoperatingIncomeExpense,us-gaap/2020,InterestIncomeExpenseNonoperatingNet,us-gaap/2020
0001164727-21-000027,26,2,1,CurrentIncomeTaxExpenseBenefit,us-gaap/2020,CurrentFederalTaxExpenseBenefit,us-gaap/2020
0001164727-21-000027,8,1,-1,DefinedBenefitPlanFundedStatusOfPlan,us-gaap/2020,DefinedBenefitPlanBenefitObligation,us-gaap/2020
0001164727-21-000027,10,20,1,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap/2020,NetCashProvidedByUsedInInvestingActivities,us-gaap/2020
0001164727-21-000027,10,45,1,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2020,RestrictedCashAndCashEquivalentsNoncurrent,us-gaap/2020
0001164727-21-000027,9,37,1,StockholdersEquity,us-gaap/2020,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2020
0001164727-21-000027,22,7,1,OtherLiabilitiesCurrent,us-gaap/2020,AccruedRoyaltiesCurrent,us-gaap/2020
0001164727-21-000027,6,1,-1,NetIncomeLoss,us-gaap/2020,NetIncomeLossAttributableToNoncontrollingInterest,us-gaap/2020
0001164727-21-000027,1,3,1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,us-gaap/2020,EquityMethodInvestments,us-gaap/2020
0001164727-21-000027,25,1,1,LongTermInvestments,us-gaap/2020,EquityMethodInvestments,us-gaap/2020
0001164727-21-000027,9,35,-1,StockholdersEquity,us-gaap/2020,TreasuryStockCommonValue,us-gaap/2020
0001164727-21-000027,1,8,1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,us-gaap/2020,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,us-gaap/2020
0001164727-21-000027,5,4,-1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2020,AociIncludingPortionAttributableToNoncontrollingInterestTax,us-gaap/2020
0001164727-21-000027,9,15,1,LiabilitiesAndStockholdersEquity,us-gaap/2020,Liabilities,us-gaap/2020
0001164727-21-000027,9,36,1,StockholdersEquity,us-gaap/2020,AdditionalPaidInCapitalCommonStock,us-gaap/2020
0001164727-21-000027,22,17,1,OtherLiabilitiesNoncurrent,us-gaap/2020,OperatingLeaseLiabilityNoncurrent,us-gaap/2020
0001164727-21-000027,10,44,1,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2020,CashAndCashEquivalentsAtCarryingValue,us-gaap/2020
0001164727-21-000027,6,27,1,EarningsPerShareDiluted,us-gaap/2020,IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,us-gaap/2020
0001164727-21-000027,1,9,1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,us-gaap/2020,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,us-gaap/2020
0001164727-21-000027,31,1,1,NetIncomeLoss,us-gaap/2020,IncomeLossFromContinuingOperations,us-gaap/2020
0001164727-21-000027,24,12,1,DeferredTaxAssetsGross,us-gaap/2020,DeferredTaxAssetsOther,us-gaap/2020
0001164727-21-000027,24,10,1,DeferredTaxAssetsGross,us-gaap/2020,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,us-gaap/2020
0001164727-21-000027,14,1,1,EmployeeRelatedLiabilitiesCurrent,us-gaap/2020,AccruedPayrollTaxesCurrent,us-gaap/2020
0001164727-21-000027,10,31,1,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap/2020,NetCashProvidedByUsedInFinancingActivities,us-gaap/2020
0001164727-21-000027,1,12,-1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,us-gaap/2020,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,us-gaap/2020
0001164727-21-000027,7,12,-1,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,us-gaap/2020,OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,us-gaap/2020
0001164727-21-000027,22,4,1,OtherLiabilitiesCurrent,us-gaap/2020,InterestPayableCurrent,us-gaap/2020
0001164727-21-000027,10,2,1,NetCashProvidedByUsedInOperatingActivities,us-gaap/2020,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,us-gaap/2020
0001164727-21-000027,1,7,1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,us-gaap/2020,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,us-gaap/2020
0001164727-21-000027,9,34,1,StockholdersEquity,us-gaap/2020,CommonStockValue,us-gaap/2020
0001164727-21-000027,6,19,1,NonoperatingIncomeExpense,us-gaap/2020,OtherNonoperatingIncomeExpense,us-gaap/2020
0001164727-21-000027,6,3,1,ProfitLoss,us-gaap/2020,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2020
0001164727-21-000027,9,39,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2020,MinorityInterest,us-gaap/2020
0001164727-21-000027,5,1,-1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2020,DefinedBenefitPlanAccumulatedOtherComprehensiveIncomeBeforeTax,us-gaap/2020
0001164727-21-000027,1,4,1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,us-gaap/2020,ShortTermInvestments,us-gaap/2020
0001164727-21-000027,22,5,1,OtherLiabilitiesCurrent,us-gaap/2020,AccruedCapitalExpendituresCurrent,0001164727-21-000027
0001164727-21-000027,22,14,1,OtherLiabilitiesNoncurrent,us-gaap/2020,AccruedIncomeAndMiningTaxesNoncurrent,0001164727-21-000027
0001164727-21-000027,22,1,1,OtherLiabilitiesCurrent,us-gaap/2020,AccruedOperatingCostsCurrent,0001164727-21-000027
0001164727-21-000027,22,3,1,OtherLiabilitiesCurrent,us-gaap/2020,AssetRetirementObligationAndEnvironmentalLossContingenciesCurrent,0001164727-21-000027
0001164727-21-000027,1,2,1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,us-gaap/2020,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventoryOreStockpilesOnLeachPads,0001164727-21-000027
0001164727-21-000027,1,5,1,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,us-gaap/2020,BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventoryOtherThanOreStockpilesOnLeachpads,0001164727-21-000027
0001164727-21-000027,24,11,1,DeferredTaxAssetsGross,us-gaap/2020,DeferredTaxAssetsDerivativeInstrumentsUnrealizedLossOnInvestments,0001164727-21-000027
0001164727-21-000027,24,8,1,DeferredTaxAssetsGross,us-gaap/2020,DeferredTaxAssetsForeignExchangeAndFinancingObligations,0001164727-21-000027
0001164727-21-000027,24,6,1,DeferredTaxAssetsGross,us-gaap/2020,DeferredTaxAssetsNetOperatingLossCapitalLossAndTaxCredits,0001164727-21-000027
0001164727-21-000027,24,9,1,DeferredTaxAssetsGross,us-gaap/2020,DeferredTaxAssetsSilverStreamingAgreement,0001164727-21-000027
0001164727-21-000027,11,1,1,LeaseCost,us-gaap/2020,FinanceLeaseCost,0001164727-21-000027
0001164727-21-000027,9,23,1,LiabilitiesCurrent,us-gaap/2020,LeaseAndOtherFinancingObligationsCurrent,0001164727-21-000027
0001164727-21-000027,7,13,-1,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,us-gaap/2020,OtherComprehensiveIncomeLossCurtailmentOfPensionAndNonpensionPostretirementPlanValuationBeforeTax,0001164727-21-000027
0001164727-21-000027,7,14,-1,OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,us-gaap/2020,OtherComprehensiveIncomeLossSettlementOfPensionAndPostretirementPlanValuationBeforeTax,0001164727-21-000027
0001164727-21-000027,14,4,1,EmployeeRelatedLiabilitiesCurrent,us-gaap/2020,OtherPostRetirementDefinedBenefitPlanLiabilitiesCurrent,0001164727-21-000027
0001164727-21-000027,14,2,1,EmployeeRelatedLiabilitiesCurrent,us-gaap/2020,PeruvianWorkersParticipationCurrent,0001164727-21-000027
0001164727-21-000027,22,9,1,OtherLiabilitiesCurrent,us-gaap/2020,PropertyRoyaltyCurrent,0001164727-21-000027
0001164727-21-000027,22,15,1,OtherLiabilitiesNoncurrent,us-gaap/2020,PropertyRoyaltyNoncurrent,0001164727-21-000027
0001164727-21-000027,27,5,1,ReclamationAndMineShutdownProvision,us-gaap/2020,ReclamationAndMineShutdownProvisionGross,0001164727-21-000027
0001164727-21-000027,22,18,1,OtherLiabilitiesNoncurrent,us-gaap/2020,SocialDevelopmentObligations,0001164727-21-000027
0001164727-21-000027,14,5,1,EmployeeRelatedLiabilitiesCurrent,us-gaap/2020,SupplementalUnemploymentBenefitsSeveranceBenefitsCurrent,0001164727-21-000027
0001193125-21-047949,4,2,1,TradeAndOtherCurrentPayables,ifrs/2019,AccrualsClassifiedAsCurrent,ifrs/2019
0001193125-21-047949,26,29,1,EquityAttributableToOwnersOfParent,ifrs/2019,AccumulatedOtherComprehensiveIncome,ifrs/2019
0001193125-21-047949,1,8,1,OtherOperatingExpenses,0001193125-21-047949,AcquisitionrelatedCostsForTransactionRecognisedSeparatelyFromAcquisitionOfAssetsAndAssumptionOfLiabilitiesInBusinessCombination,ifrs/2019
0001193125-21-047949,8,6,1,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,ifrs/2019,AdjustmentsForCurrentTaxOfPriorPeriod,ifrs/2019
0001193125-21-047949,11,2,-1,IncreaseDecreaseInWorkingCapital,ifrs/2019,AdjustmentsForDecreaseIncreaseInInventories,ifrs/2019
0001193125-21-047949,11,3,-1,IncreaseDecreaseInWorkingCapital,ifrs/2019,AdjustmentsForDecreaseIncreaseInOtherCurrentAssets,ifrs/2019
0001193125-21-047949,11,1,-1,IncreaseDecreaseInWorkingCapital,ifrs/2019,AdjustmentsForDecreaseIncreaseInTradeAccountReceivable,ifrs/2019
0001193125-21-047949,25,4,1,DeferredTaxExpenseIncomeAndAdjustmentsForDeferredTaxOfPriorPeriods,0001193125-21-047949,AdjustmentsForDeferredTaxOfPriorPeriods,ifrs/2019
0001193125-21-047949,23,20,1,CashFlowsFromUsedInOperations,ifrs/2019,AdjustmentsForDepreciationExpense,ifrs/2019
0001193125-21-047949,23,26,1,CashFlowsFromUsedInOperations,ifrs/2019,AdjustmentsForFairValueGainsLosses,ifrs/2019
0001193125-21-047949,1,13,-1,OtherIncome,ifrs/2019,AdjustmentsForFairValueGainsLosses,ifrs/2019
0001193125-21-047949,23,21,1,CashFlowsFromUsedInOperations,ifrs/2019,AdjustmentsForFinanceCosts,ifrs/2019
0001193125-21-047949,23,22,1,CashFlowsFromUsedInOperations,ifrs/2019,AdjustmentsForImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss,ifrs/2019
0001193125-21-047949,11,11,1,OtherAdjustmentsToReconcileProfitLoss,ifrs/2019,AdjustmentsForImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLossInventories,ifrs/2019
0001193125-21-047949,23,23,1,CashFlowsFromUsedInOperations,ifrs/2019,AdjustmentsForIncomeTaxExpense,ifrs/2019
0001193125-21-047949,11,5,-1,IncreaseDecreaseInWorkingCapital,ifrs/2019,AdjustmentsForIncreaseDecreaseInOtherCurrentLiabilities,ifrs/2019
0001193125-21-047949,11,4,-1,IncreaseDecreaseInWorkingCapital,ifrs/2019,AdjustmentsForIncreaseDecreaseInTradeAccountPayable,ifrs/2019
0001193125-21-047949,23,25,1,CashFlowsFromUsedInOperations,ifrs/2019,AdjustmentsForLossesGainsOnDisposalOfNoncurrentAssets,ifrs/2019
0001193125-21-047949,11,10,1,OtherAdjustmentsToReconcileProfitLoss,ifrs/2019,AdjustmentsForProvisions,ifrs/2019
0001193125-21-047949,11,7,1,OtherAdjustmentsToReconcileProfitLoss,ifrs/2019,AdjustmentsForSharebasedPayments,ifrs/2019
0001193125-21-047949,11,9,-1,OtherAdjustmentsToReconcileProfitLoss,ifrs/2019,AdjustmentsForUndistributedProfitsOfInvestmentsAccountedForUsingEquityMethod,ifrs/2019
0001193125-21-047949,23,24,1,CashFlowsFromUsedInOperations,ifrs/2019,AdjustmentsForUnrealisedForeignExchangeLossesGains,ifrs/2019
0001193125-21-047949,14,6,-1,ProfitLossBeforeFinanceIncomeCostsandIncomeTaxExpense,0001193125-21-047949,AdministrativeExpense,ifrs/2019
0001193125-21-047949,1,5,1,OtherOperatingExpenses,0001193125-21-047949,BankAndSimilarCharges,ifrs/2019
0001193125-21-047949,19,1,1,InterestCostsIncurred,ifrs/2019,BorrowingCostsCapitalised,ifrs/2019
0001193125-21-047949,17,1,1,CashAndCashEquivalents,ifrs/2019,Cash,ifrs/2019
0001193125-21-047949,12,1,1,CurrentAssets,ifrs/2019,CashAndCashEquivalents,ifrs/2019
0001193125-21-047949,26,3,1,CurrentAssetsOtherThanAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,ifrs/2019,CashAndCashEquivalents,ifrs/2019
0001193125-21-047949,23,15,1,CashFlowsFromUsedInInvestingActivities,ifrs/2019,CashAndCashEquivalentsInSubsidiaryOrBusinessesAcquiredOrDisposed2013,ifrs/2019
0001193125-21-047949,23,12,1,CashFlowsFromUsedInInvestingActivities,ifrs/2019,CashFlowsFromLosingControlOfSubsidiariesOrOtherBusinessesClassifiedAsInvestingActivities,ifrs/2019
0001193125-21-047949,23,2,1,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2019,CashFlowsFromUsedInFinancingActivities,ifrs/2019
0001193125-21-047949,23,9,1,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2019,CashFlowsFromUsedInInvestingActivities,ifrs/2019
0001193125-21-047949,23,17,1,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2019,CashFlowsFromUsedInOperatingActivities,ifrs/2019
0001193125-21-047949,23,18,1,CashFlowsFromUsedInOperatingActivities,ifrs/2019,CashFlowsFromUsedInOperations,ifrs/2019
0001193125-21-047949,11,17,-1,OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities,ifrs/2019,CashRepaymentsOfAdvancesAndLoansFromRelatedParties,ifrs/2019
0001193125-21-047949,29,2,1,ComprehensiveIncome,ifrs/2019,ComprehensiveIncomeAttributableToNoncontrollingInterests,ifrs/2019
0001193125-21-047949,29,1,1,ComprehensiveIncome,ifrs/2019,ComprehensiveIncomeAttributableToOwnersOfParent,ifrs/2019
0001193125-21-047949,14,5,-1,ProfitLossBeforeFinanceIncomeCostsandIncomeTaxExpense,0001193125-21-047949,CostOfSales,ifrs/2019
0001193125-21-047949,22,1,1,Assets,ifrs/2019,CurrentAssets,ifrs/2019
0001193125-21-047949,26,1,1,Assets,ifrs/2019,CurrentAssets,ifrs/2019
0001193125-21-047949,26,2,1,CurrentAssets,ifrs/2019,CurrentAssetsOtherThanAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners,ifrs/2019
0001193125-21-047949,26,19,1,CurrentLiabilities,ifrs/2019,CurrentBorrowingsAndCurrentPortionOfNoncurrentBorrowings,ifrs/2019
0001193125-21-047949,12,4,1,CurrentLiabilities,ifrs/2019,CurrentFinancialLiabilities,ifrs/2019
0001193125-21-047949,26,16,1,Liabilities,ifrs/2019,CurrentLiabilities,ifrs/2019
0001193125-21-047949,12,3,1,Liabilities,ifrs/2019,CurrentLiabilities,ifrs/2019
0001193125-21-047949,5,4,1,OtherCurrentAssets,ifrs/2019,CurrentPrepaidExpenses,ifrs/2019
0001193125-21-047949,20,1,1,OtherProvisions,ifrs/2019,CurrentProvisions,ifrs/2019
0001193125-21-047949,5,3,1,OtherCurrentAssets,ifrs/2019,CurrentReceivablesFromTaxesOtherThanIncomeTax,ifrs/2019
0001193125-21-047949,8,5,1,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,ifrs/2019,CurrentTaxExpenseIncome,ifrs/2019
0001193125-21-047949,8,4,1,IncomeTaxExpenseContinuingOperations,ifrs/2019,CurrentTaxExpenseIncomeAndAdjustmentsForCurrentTaxOfPriorPeriods,ifrs/2019
0001193125-21-047949,26,17,1,CurrentLiabilities,ifrs/2019,CurrentTaxLiabilitiesCurrent,ifrs/2019
0001193125-21-047949,5,1,1,TradeAndOtherCurrentReceivables,ifrs/2019,CurrentTradeReceivables,ifrs/2019
0001193125-21-047949,10,1,-1,DeferredTaxLiabilityAsset,ifrs/2019,DeferredTaxAssets,ifrs/2019
0001193125-21-047949,26,13,1,Assets,ifrs/2019,DeferredTaxAssets,ifrs/2019
0001193125-21-047949,25,3,1,DeferredTaxExpenseIncomeAndAdjustmentsForDeferredTaxOfPriorPeriods,0001193125-21-047949,DeferredTaxExpenseIncomeRelatingToOriginationAndReversalOfTemporaryDifferences,ifrs/2019
0001193125-21-047949,10,2,1,DeferredTaxLiabilityAsset,ifrs/2019,DeferredTaxLiabilities,ifrs/2019
0001193125-21-047949,26,23,1,Liabilities,ifrs/2019,DeferredTaxLiabilities,ifrs/2019
0001193125-21-047949,13,3,-1,ProfitLossBeforeTax,ifrs/2019,DepreciationExpense,ifrs/2019
0001193125-21-047949,27,2,1,CostOfSales,ifrs/2019,DepreciationExpense,ifrs/2019
0001193125-21-047949,23,5,-1,CashFlowsFromUsedInFinancingActivities,ifrs/2019,DividendsPaidClassifiedAsFinancingActivities,ifrs/2019
0001193125-21-047949,11,16,1,OtherInflowsOutflowsOfCashClassifiedAsInvestingActivities,ifrs/2019,DividendsReceivedFromInvestmentsAccountedForUsingEquityMethodClassifiedAsInvestingActivities,ifrs/2019
0001193125-21-047949,1,7,1,OtherOperatingExpenses,0001193125-21-047949,DonationsAndSubsidiesExpense,ifrs/2019
0001193125-21-047949,23,1,1,IncreaseDecreaseInCashAndCashEquivalents,ifrs/2019,EffectOfExchangeRateChangesOnCashAndCashEquivalents,ifrs/2019
0001193125-21-047949,26,25,1,EquityAndLiabilities,ifrs/2019,Equity,ifrs/2019
0001193125-21-047949,26,26,1,Equity,ifrs/2019,EquityAttributableToOwnersOfParent,ifrs/2019
